ID_compound,SMILES,Common name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50 viral,% Inhibition,Tested at [C],Weight,Origin,Formula,Family,Sub family,Nature,Reference,ID_ref,PUBCHEM_CID
1703,CC(C1=CC(=C(C=C1)OC)OC)NC(=O)C2=CC=CC=C2Cl,,Active,SARS_CoV,PLpro_cov,,,,,,,,,,319.788,,C17H18ClNO3,,,,AID_652038,,2893281
1704,O=Nc3cc(B(O)O)cc(C(=O)Nc2ccc(NC(=O)c1cccc(N(=O)=O)c1)cc2)c3,,Active,SARS_CoV,3CLpro_cov,,,,,0.04,,,,,434.173,,C20H15BN4O7,,,,10.1021/acs.jmedchem.5b01461,177,
1705,CCCC[C@]1(CC2=CC(=C(C(=C2C1=O)Cl)Cl)OCCCC(=O)O)C3CCCC3,,Active,SARS_CoV-2,,12.78,Viral,,,,,,,,427.368,,C22H28Cl2O4,,,,AID_1409599,,12761153
1706,CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5,,Active,SARS_CoV-2,,,,,,,,,,,532.57,,C29H27F3N6O,,,,AID_1409614,,24826799
1707,C1=CC=C(C(=C1)/C=C/C(=O)C2=C(C=CC(=C2)Br)OC(=O)C3=CC=CO3)F,,Active,SARS_CoV,3CLpro_cov,,,,,,,,21.82,6 µM,415.214,,C20H12BrFO4,,,,AID_1706,,5734448
1708,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2cccc(C(F)(F)F)c2)CC1,,Active,SARS_CoV,3CLpro_cov,5.098,Enzymo,,,,,,,,401.388,,C21H18F3N3O2,,,,AID_1890,,
1709,N1(CCN(C(=O)C)CC1)S(=O)(=O)c1cccs1,T1V.pdb,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,274.367,,C10H14N2O3S2,,,,5rej.pdb,,
1710,COC1=CC(=C(C=C1)C2=NNC(=C2C3=CC4=CC=CC=C4O3)C(F)(F)F)O,,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.9,6 µM,374.318,,C19H13F3N2O3,,,,AID_1706,,2323124
1711,CCc1nc(N2CCN(C(=O)CCl)CC2)c2c3c(sc2n1)CC(C)CC3,,Active,SARS_CoV,3CLpro_cov,4.234,Enzymo,,,,,,,,392.956,,C19H25ClN4OS,,,,AID_1890,,
1712,CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)O)OC,,Active,SARS_CoV-2,,7.87,Viral,,,,,,,,608.735,,C37H40N2O6,,,,AID_1409579,,441207
1713,CCN1CCN(CC1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)F,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-4.25,6 µM,359.401,,C19H22FN3O3,,,,AID_1706,,71188
1714,CC1=C(C2=C(N1C3=CC=CC=C3OC)C4=CC=CC=C4C(=C2)OC)C(=O)O,,Active,SARS_CoV,3CLpro_cov,,,,,,,,13.65,6 µM,361.397,,C22H19NO4,,,,AID_1706,,1224165
1715,c1c(C(=O)OC)ccc(c1)S(=O)(=O)N,RZG.pdb,Active,SARS_CoV-2,3CLpro_cov-2,,,,,,,,,,215.23,,C8H9NO4S,,,,5r80.pdb,,
1716,CC1=CC=C(C=C1)OCC2=NC(=C(O2)NC3=CC=C(C=C3)OC)C#N,,Active,SARS_CoV,3CLpro_cov,,,,,,,,12.69,6 µM,335.363,,C19H17N3O3,,,,AID_1706,,4377849
1717,CC(C)(C)OC(=O)NCCC(=O)OC1=CC2=C(C=C1)C=CC(=O)O2,,Active,SARS_CoV,3CLpro_cov,,,,,,,,28.95,6 µM,333.34,,C17H19NO6,,,,AID_1706,,657485
1718,CC(=O)NC1=C(C=CC(=C1)[As](=O)(O)O)O,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,5.27,6 µM,275.092,,C8H10AsNO5,,,,AID_1706,,1985
1719,CC(=O)NC1=C(C=CC(=C1)[As](=O)(O)O)O,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,-3.55,6 µM,275.092,,C8H10AsNO5,,,,AID_1706,,1985
1720,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,,Active,SARS_CoV-2,,2.86,Viral,,,,,,,,558.148,,C28H36ClN5O3S,,,,AID_1409579,,71496458
1721,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,0.52,6 µM,298.298,,C16H14N2O4,,,,AID_1706,,2161
1722,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,,Inactive,SARS_CoV,3CLpro_cov,,,,,,,,1.41,6 µM,341.433,,C15H23N3O4S,,,,AID_1706,,688272
1723,CC(C)C(=O)NC1=CC=C(C=C1)N(C(C2=CSC=C2)C(=O)NC(C)(C)C)C(=O)CN3C=NC4=CC=CC=C43,,Active,SARS_CoV,3CLpro_cov,,,,,,,,59.78,100 µM,531.682,,C29H33N5O3S,,,,AID_488984,,45382036
1724,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,,Inactive,SARS_CoV-2,,0.07762,Viral,,,,,,,,405.495,,C21H31N3O5,,,,AID_1409607,,5362119
1725,C=C(CC)C(=O)c1ccc(OCC(=O)NC(=O)OC(C)(C)CC(N)=O)c(Cl)c1Cl,,Inactive,SARS_CoV,3CLpro_cov,11,Enzymo,,,,,,,,445.299,,C19H22Cl2N2O6,,,,10.1021/acs.jmedchem.5b01461,34,
1726,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC4(C(C(C5=C(C=C(C=C5O4)O)O)O)O)C6=CC(=C(C=C6)O)O,proanthocyanidins,Active,,,,,,,,,,,,594.525,,C30H26O13,,,,ResNet-Elsevier,,107876
1727,C[C@H]1[C@@H]2CC[C@]3([C@H]([C@]2(CC[C@H]1O)C)[C@@H](C[C@@H]\4[C@@]3(C[C@@H](/C4=C(/CCC=C(C)C)\C(=O)O)OC(=O)C)C)O)C,,Active,,,,,,,,,,,,516.719,,C31H48O6,,,,,,
1728,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C3=CC=CC=C3,,Inactive,,,,,,,,,,,,380.488,,C23H28N2O3,,,,,,
1729,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N,,Inactive,,,,,,,,,,,,375.488,,C21H30FN3O2,,,,,,
1730,C[C@H]1/C=C/C=C(\C(=O)NC2=CC(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,,Inactive,,,,,,,,,,,,697.778,,C37H47NO12,,,,,,
1731,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCOCC2,,Inactive,,,,,,,,,,,,281.308,,C14H19NO5,,,,,,
1732,CC1=CC[C@@]23[C@H]1[C@@H]4[C@@H](CC[C@@]2(O3)C)C(=C)C(=O)O4,,Active,,,,,,,,,,,,246.306,,C15H18O3,,,,,,
1733,C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,,Inactive,,,,,,,,,,,,388.375,,C23H16O6,,,,,,
1734,C[C@@H](C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,,Inactive,,,,,,,,,,,,244.265,,C15H13FO2,,,,,,
1735,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32,,Inactive,,,,,,,,,,,,210.28,,C14H14N2,,,,,,
1736,CC1=CC(=C(C=C1)NC2=NCCN2)Cl,,Active,,,,,,,,,,,,209.68,,C10H12ClN3,,,,,,
1737,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,,Inactive,,,,,,,,,,,,307.434,,C18H29NO3,,,,,,
1738,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,,Inactive,,,,,,,,,,,,490.626,,C24H34N4O5S,,,,,,
1739,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,,Inactive,,,,,,,,,,,,274.272,,C15H14O5,,,,,,
1740,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)[O-])SC3=CC=CC=C3.C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)[O-])SC3=CC=CC=C3.[Ca+2],,Inactive,,,,,,,,,,,,897.188,,C44H44CaN2O8S4,,,,,,
1741,C(CS(=O)(=O)[O-])S.[Na+],,Inactive,,,,,,,,,,,,164.183,,C2H5NaO3S2,,,,,,
1742,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O,,Inactive,,,,,,,,,,,,283.415,,C19H25NO,,,,,,
1743,CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)CCl,,Inactive,,,,,,,,,,,,484.967,,C25H31ClF2O5,,,,,,
1744,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C,,Inactive,,,,,,,,,,,,351.443,,C19H29NO5,,,,,,
1745,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)N,,Active,,,,,,,,,,,,390.36,,C15H18N8O5,,,,,,
1746,CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,,Inactive,,,,,,,,,,,,588.282,,C19H20Br2N6O4S,,,,,,
1747,CC(C)(CC1=CC=CC=C1)N(C)C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC2=CC=CC=C2,,Inactive,,,,,,,,,,,,467.654,,C28H41N3O3,,,,,,
1748,COC1=CC(=CC(=C1O)C(=O)NCCO)CC=C,,Inactive,,,,,,,,,,,,251.282,,C13H17NO4,,,,,,
1749,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,,Inactive,,,,,,,,,,,,255.361,,C17H21NO,,,,,,
1750,C1CC(C2=CC=CC=C2C1)C3=NCCN3,,Inactive,,,,,,,,,,,,200.285,,C13H16N2,,,,,,
1751,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCCN3CCC[C@H](N3C2=O)C(=O)O,,Inactive,,,,,,,,,,,,417.506,,C22H31N3O5,,,,,,
1752,CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)N(C)C,,Inactive,,,,,,,,,,,,427.548,,C27H29N3O2,,,,,,
1753,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4,,Inactive,,,,,,,,,,,,276.383,,C19H20N2,,,,,,
1754,C1CC(CN(C1)C2=NC=NC3=C2C=CN3)NC(=O)CNC4=CC(=CC=C4)Cl,,Inactive,,,,,,,,,,,,384.871,,C19H21ClN6O,,,,,,
1755,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O,,Inactive,,,,,,,,,,,,301.474,,C20H31NO,,,,,,
1756,C[C@@]12CCC3=C([C@H]1CC[C@]45[C@H]2CC[C@H](C4)[C@](C5)(CO)O)C=CO3,,Inactive,,,,,,,,,,,,316.441,,C20H28O3,,,,,,
1757,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,,Inactive,,,,,,,,,,,,427.42,,C21H32Cl2N4O,,,,,,
1758,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,,Inactive,,,,,,,,,,,,408.579,,C24H40O5,,,,,,
1759,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,,Inactive,,,,,,,,,,,,357.435,,C18H19N3O3S,,,,,,
1760,COC(=O)N/N=C/C1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-],,Inactive,,,,,,,,,,,,262.225,,C11H10N4O4,,,,,,
1761,C1CCN(CC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)O,,Inactive,,,,,,,,,,,,295.426,,C20H25NO,,,,,,
1762,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,,Inactive,,,,,,,,,,,,416.646,,C27H44O3,,,,,,
1763,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,,Inactive,,,,,,,,,,,,281.399,,C19H23NO,,,,,,
1764,C[C@]12CC[C@H](C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,,Inactive,,,,,,,,,,,,362.466,,C21H30O5,,,,,,
1765,C(=O)(N)N,,Inactive,,,,,,,,,,,,60.056,,CH4N2O,,,,,,
1766,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F,,Inactive,,,,,,,,,,,,352.425,,C18H19F3N2S,,,,,,
1767,CO/N=C(/C1=CC=CO1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,,Inactive,,,,,,,,,,,,424.391,,C16H16N4O8S,,,,,,
1768,C1[C@@H]2CC3(C[C@@H](C2NC4=C5C=CNC5=NC=C4C(=O)N)CC1C3)O,,Inactive,,,,,,,,,,,,326.4,,C18H22N4O2,,,,,,
1769,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,,Active,,,,,,,,,,,,407.318,,C16H15F6N5O,,,,,,
1770,CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC,,Inactive,,,,,,,,,,,,603.75,,C30H53NO11,,,,,,
1771,CN(C)CCN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CC4=CSC(=N4)N)SC2)C(=O)O,,Inactive,,,,,,,,,,,,525.642,,C18H23N9O4S3,,,,,,
1772,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,,Inactive,,,,,,,,,,,,403.212,,C17H14Cl2F2N2O3,,,,,,
1773,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CC[C@]34C,,Inactive,,,,,,,,,,,,414.586,,C26H38O4,,,,,,
1774,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=CSC(=N3)C)/C)C,,Inactive,,,,,,,,,,,,506.709,,C27H42N2O5S,,,,,,
1775,CC(C(=O)NCC(=O)O)SC(=O)C1=CC=CS1,,Inactive,,,,,,,,,,,,273.335,,C10H11NO4S2,,,,,,
1776,C[N+](C)(CCOC1=CC=CC=C1)CC2=CC=CC=C2.C1=CC=C2C=C(C(=CC2=C1)C(=O)O)[O-],,Inactive,,,,,,,,,,,,443.543,,C28H29NO4,,,,,,
1777,CC(=O)OC1=CC=CC=C1C(=O)O,,Inactive,,,,,,,,,,,,180.159,,C9H8O4,,,,,,
1778,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,,Inactive,,,,,,,,,,,,426.86,,C21H19ClN4O4,,,,,,
1779,C[C@@H]([C@@H](C1=CC=CC=C1)O)NCCC(=O)C2=CC(=CC=C2)OC,,Inactive,,,,,,,,,,,,313.397,,C19H23NO3,,,,,,
1780,CC(C)N(CCNC(=O)C1=CSC(=N1)NC(=O)C2=CC(=C(C=C2O)OC)OC)C(C)C.O.O.O.Cl,,Inactive,,,,,,,,,,,,541.067000000001,,C21H37ClN4O8S,,,,,,
1781,CCOC(=O)NNC1=NN=CC2=CC=CC=C21,,Inactive,,,,,,,,,,,,232.243,,C11H12N4O2,,,,,,
1782,C(CNCCNCCNCCN)N,,Inactive,,,,,,,,,,,,189.307,,C8H23N5,,,,,,
1783,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SSCC2CCCO2)/C,,Inactive,,,,,,,,,,,,398.554,,C17H26N4O3S2,,,,,,
1784,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,,Inactive,,,,,,,,,,,,326.465,,C19H22N2OS,,,,,,
1785,C1C[C@@H](N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CC[C@@H](C4)O)C5=C(C=CC(=C5)F)F,,Inactive,,,,,,,,,,,,428.443,,C21H22F2N6O2,,,,,,
1786,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,,Active,,,,,,,,,,,,380.422,,C17H20N2O6S,,,,,,
1787,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@H]([C@H]([C@H](O[C@@H]1SC)[C@@H]([C@H](C)Cl)NC(=O)[C@@H]2C[C@H](CN2C)CCC)O)O,,Active,,,,,,,,,,,,663.406,,C34H63ClN2O6S,,,,,,
1788,CC(C)C(=O)OC[C@@]1([C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)OC(=O)C(C)C)OC(=O)C(C)C)N=[N+]=[N-],,Active,,,,,,,,,,,,494.505,,C21H30N6O8,,,,,,
1789,CNC(=O)C1=CC(=CC=C1)NC(=O)N2CCC(CC2)OC3=CC=CC=C3Cl,,Inactive,,,,,,,,,,,,387.867,,C20H22ClN3O3,,,,,,
1790,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,,Inactive,,,,,,,,,,,,305.164,,C6H6Cl2N2O4S2,,,,,,
1791,CC[C@H]([C@H]1[C@H](C[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C)C(=O)O,,Inactive,,,,,,,,,,,,765.038,,C43H72O11,,,,,,
1792,C1=CC(=C(C=C1Cl)Cl)CO/N=C(\CN2C=CN=C2)/C3=C(C=C(C=C3)Cl)Cl,,Inactive,,,,,,,,,,,,429.134,,C18H13Cl4N3O,,,,,,
1793,CC12CC3CC(C1)(CC(C3)(C2)N)C,,Inactive,,,,,,,,,,,,179.307,,C12H21N,,,,,,
1794,CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O.C(=C/C(=O)O)\C(=O)O,,Inactive,,,,,,,,,,,,671.588,,C36H35BrN2O6,,,,,,
1795,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C,,Inactive,,,,,,,,,,,,448.95,,C26H25ClN2O3,,,,,,
1796,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,,Inactive,,,,,,,,,,,,391.467,,C24H25NO4,,,,,,
1797,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,,Inactive,,,,,,,,,,,,290.41,,C20H22N2,,,,,,
1798,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3,,Inactive,,,,,,,,,,,,352.346,,C19H16N2O5,,,,,,
1799,C1=C2C(=NC=NN2C(=C1)[C@]3([C@@H]([C@@H]([C@H](O3)CO)O)O)C#N)N,,Active,,,,,,,,,,,,291.267,,C12H13N5O4,,,,,,
1800,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1,,Inactive,,,,,,,,,,,,458.496,,C21H22N4O6S,,,,,,
1801,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,,Inactive,,,,,,,,,,,,246.097,,C9H9Cl2N3O,,,,,,
1802,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,,Inactive,,,,,,,,,,,,264.325,,C14H20N2O3,,,,,,
1803,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,,Inactive,,,,,,,,,,,,298.426,,C20H26O2,,,,,,
1804,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O[C@@H]2[C@@H](N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,,Inactive,,,,,,,,,,,,534.432,,C23H21F7N4O3,,,,,,
1805,C([C@H](C(=O)O)N)O,,Inactive,,,,,,,,,,,,105.093,,C3H7NO3,,,,,,
1806,CN(CC#C)CC1=CC=CC=C1,,Inactive,,,,,,,,,,,,159.232,,C11H13N,,,,,,
1807,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N,,Inactive,,,,,,,,,,,,321.377,,C16H23N3O4,,,,,,
1808,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,,Inactive,,,,,,,,,,,,266.388,,C18H22N2,,,,,,
1809,CC(C)NCC(C1=CC(=CC(=C1)O)O)O,,Inactive,,,,,,,,,,,,211.261,,C11H17NO3,,,,,,
1810,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC,,Active,,,,,,,,,,,,312.41,,C16H28N2O4,,,,,,
1811,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,,Inactive,,,,,,,,,,,,456.322,,C21H23Cl2NO6,,,,,,
1812,C1=CC(=CC=C1C(=O)NCC(=O)O)N,,Inactive,,,,,,,,,,,,194.19,,C9H10N2O3,,,,,,
1813,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,,Inactive,,,,,,,,,,,,238.197,,C10H8F2N4O,,,,,,
1814,CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C=C(C(=C4C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O)NC(=O)CN5CCCC5)F.Cl.Cl,,Inactive,,,,,,,,,,,,631.485,,C27H33Cl2FN4O8,,,,,,
1815,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,,Active,,,,,,,,,,,,645.319,,C25H29I2NO3,,,,,,
1816,C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2N=C(NC3=O)N,,Inactive,,,,,,,,,,,,277.284,,C12H15N5O3,,,,,,
1817,C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,,Inactive,,,,,,,,,,,,450.915,,C23H27ClO7,,,,,,
1818,C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,,Inactive,,,,,,,,,,,,416.359,,C20H15F3N4O3,,,,,,
1819,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C,,Inactive,,,,,,,,,,,,427.564,,C25H34FN3O2,,,,,,
1820,C[N+]1=CC=CC(=C1)OC(=O)N(C)C,,Inactive,,,,,,,,,,,,181.215,,C9H13N2O2+,,,,,,
1821,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC=C)O,,Inactive,,,,,,,,,,,,310.437,,C21H26O2,,,,,,
1822,C(C(C(=O)O)S)C(=O)O,,Inactive,,,,,,,,,,,,150.155,,C4H6O4S,,,,,,
1823,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)O)Cl)C(C#N)C3=CC=C(C=C3)Cl,,Inactive,,,,,,,,,,,,663.08,,C22H14Cl2I2N2O2,,,,,,
1824,CC1CS(=O)(=O)CCN1/N=C/C2=CC=C(O2)[N+](=O)[O-],,Inactive,,,,,,,,,,,,287.297,,C10H13N3O5S,,,,,,
1825,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,,Inactive,,,,,,,,,,,,608.688,,C33H40N2O9,,,,,,
1826,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,,Inactive,,,,,,,,,,,,302.37,,C18H22O4,,,,,,
1827,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2,,Inactive,,,,,,,,,,,,275.351,,C10H13NO4S2,,,,,,
1828,CC1=C(OC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C)S(=O)(=O)[O-].[Na+],,Inactive,,,,,,,,,,,,396.396,,C19H17NaO6S,,,,,,
1829,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C,,Inactive,,,,,,,,,,,,580.466,,C23H26FN6O9P,,,,,,
1830,C[C@H](CC[C@H](C(C)C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,,Inactive,,,,,,,,,,,,416.646,,C27H44O3,,,,,,
1831,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],,Inactive,,,,,,,,,,,,310.41,,C16H31NaO4,,,,,,
1832,CN(CC(=O)O)C(=N)N,,Inactive,,,,,,,,,,,,131.135,,C4H9N3O2,,,,,,
1833,C1=CC=C(C=C1)CCNN,,Inactive,,,,,,,,,,,,136.198,,C8H12N2,,,,,,
1834,C[C@@H]1C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)O[C@H]4CC[C@@H]([C@H](O4)C)N(C)C,,Inactive,,,,,,,,,,,,843.065,,C43H74N2O14,,,,,,
1835,CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)S(=O)(=O)O,,Inactive,,,,,,,,,,,,380.506,,C20H28O5S,,,,,,
1836,CCOC1=C(C=CC(=C1)NC(=O)C)C(=O)OC,,Inactive,,,,,,,,,,,,237.255,,C12H15NO4,,,,,,
1837,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,,Inactive,,,,,,,,,,,,258.229,,C14H10O5,,,,,,
