,ID_compound,SMILES,Common Name,Biological Activity,Pathogen,Category,IC50 (µM),IC50(µg/ml),% Inhibition,Tested at [C],Molecular Weight,Formula,Reference,PUBCHEM_CID
1349,1350,O=C(NCCCCNCCCNC(=O)c1cc(Cl)c(Cl)[nH]1)c2cc(Cl)c(Cl)[nH]2,chlorinated version of pseudoceratidine,Inactive,Leishmania,,,,,,469.2,C17H21Cl4N5O2,10.1021/acs.jnatprod.7b00876,
1350,1351,O=C(NCCCCNCCCNC(=O)c1ccc(F)[nH]1)c2ccc(F)[nH]2,pseudoceratidine derivative,Inactive,Leishmania,,,,,,367.4,C17H23F2N5O2,10.1021/acs.jnatprod.7b00876,
1351,1352,O=C(NCCCCNCCCNC(=O)c2cc1ccccc1[nH]2)c4cc3ccccc3[nH]4,pseudoceratidine derivative,Inactive,Leishmania,,,,,,431.54,C25H29N5O2,10.1021/acs.jnatprod.7b00876,
1352,1353,O=C(NCCCCNCCCNC(=O)c2nc1ccccc1[nH]2)c4nc3ccccc3[nH]4,pseudoceratidine derivative,Inactive,Leishmania,,,,,,433.52,C23H27N7O2,10.1021/acs.jnatprod.7b00876,
1353,1354,Cc2ccc(C(=O)NCCCCNCCCNC(=O)c1ccc(C)s1)s2,pseudoceratidine derivative,Inactive,Leishmania,,,,,,393.58,C19H27N3O2S2,10.1021/acs.jnatprod.7b00876,
1354,1355,O=C(NCCCCNCCCNC(=O)c1cccc(Cl)n1)c2cccc(Cl)n2,pyridine derivatives,Inactive,Leishmania,,,,,,424.33,C19H23Cl2N5O2,10.1021/acs.jnatprod.7b00876,
1355,1356,Cc2cccc(C(=O)NCCCCNCCCNC(=O)c1cccc(C)n1)n2,pyridine derivatives,Inactive,Leishmania,,,,,,383.5,C21H29N5O2,10.1021/acs.jnatprod.7b00876,
1356,1357,Cc2ccc(C(=O)NCCCCNCCCNC(=O)c1ccc(C)o1)o2,bis-furans,Inactive,Leishmania,,,,,,361.44,C19H27N3O4,10.1021/acs.jnatprod.7b00876,
1357,1358,"BrC1=C(Br)C=C(N1)C(=O)NCCCCCNC(=O)C1=CC(Br)=C(Br)N1
",,Active,Leishmania,,,,,,603.93,C15H16Br4N4O2,10.1021/acs.jnatprod.7b00876,
1358,1359,"BrC1=C(Br)C=C(N1)C(=O)NCCCNCCCCNCCCNC(=O)C1=CC(Br)=C(Br)N1
",,Active,Leishmania,,,,,,704.1,C20H28Br4N6O2,10.1021/acs.jnatprod.7b00876,
1359,1360,"BrC1=C(Br)C=C(N1)C(=O)NCCSCCNC(=O)C1=CC(Br)=C(Br)N1
",,Active,Leishmania,,,,,,621.98,C14H14Br4N4O2S,10.1021/acs.jnatprod.7b00876,
1360,1361,"BrC1=CSC(=C1)C(=O)NCCCCNCCCNC(=O)C1=CC(Br)=CS1
",,Active,Leishmania,,,,,,523.32,C17H21Br2N3O2S2,10.1021/acs.jnatprod.7b00876,
1361,1362,"BrC1=C(Br)C=C(O1)C(=O)NCCCCNCCCNC(=O)C1=CC(Br)=C(Br)O1
",,Active,Leishmania,,,,,,648.97,C17H19Br4N3O4,10.1021/acs.jnatprod.7b00876,
1362,1363,COc3ccc(c2cn(c1ccc(OC)cc1)nn2)cc3,"1,4-Bis(4-ethoxyphenyl)-1H-1,2,3-triazole",Inactive,Leishmania,,>200,,,,281.32,C16H15N3O2,10.5935/0103-5053.20160017,
1363,1364,"COc1ccc(cc1OC)-c1cn(nn1)-c1ccc(OC)c(OC)c1
","1,4-Bis(3,4-dimethoxyphenyl)-1H-1,2,3-triazole",Active,Leishmania,,62.1,,,,341.37,C18H19N3O4,10.5935/0103-5053.20160017,
1364,1365,COc3cc(c2cn(c1cc(OC)c(OC)c(OC)c1)nn2)cc(OC)c3OC,"1,4-Bis(3,4,5-trimethoxyfenyl)-1H-1,2,3-triazole",Inactive,Leishmania,, >200,,,,401.42,C20H23N3O6,10.5935/0103-5053.20160017,
1365,1366,c2cc1OCOc1cc2c5cn(c4ccc3OCOc3c4)nn5,"1,4-Bis(1,3-benzodioxol-5-yl)-1H-1,2,3-triazole",Inactive,Leishmania,,92.7,,,,309.28,C16H11N3O4,10.5935/0103-5053.20160017,
1366,1367,COc3ccc(c2cn(c1ccc(OC)c(OC)c1)nn2)cc3,"1-(3,4-Dimethoxyphenyl)-4-(4-methoxyphenyl)-1H-1,2,3- triazole ",Inactive,Leishmania,,31.7,,,,311.34,C17H17N3O3,10.5935/0103-5053.20160017,
1367,1368,COc3ccc(n2cc(c1ccc(OC)c(OC)c1)nn2)cc3,"4-(3,4-Dimethoxyphenyl)-1-(4-methoxyphenyl)-1H-1,2,3-
triazole",Inactive,Leishmania,,>200,,,,311.34,C17H17N3O3,10.5935/0103-5053.20160017,
1368,1369,COc3ccc(c2cn(c1cc(OC)c(OC)c(OC)c1)nn2)cc3,"4-(4-Methoxyphenyl)-1-(3,4,5-trimethoxyphenyl)-1H-1,2,3-Triazole",Inactive,Leishmania,,>200,,,,341.37,C18H19N3O4,10.5935/0103-5053.20160017,
1369,1370,"COc1ccc(cc1)-n1cc(nn1)-c1ccc(OC)c(OC)c1OC
","1-(4-Methoxyphenyl)-4-(3,4,5-trimethoxyphenyl)-1H-1,2,3-
triazole",Inactive,Leishmania,,>200,,,,341.37,C18H19N3O4,10.5935/0103-5053.20160017,
1370,1371,"COc1ccc(cc1)-n1cc(nn1)-c1ccc2OCOc2c1
","1-(1,3-Benzodioxol-5-yl)-4-(4-methoxyphenyl)-1H-1,2,3-
triazole",Inactive,Leishmania,,>200,,,,295.3,C16H13N3O3,10.5935/0103-5053.20160017,
1371,1372,COc4ccc(c3cn(c2ccc1OCOc1c2)nn3)cc4,"4-(1,3-Benzodioxol-5-yl)-1-(4-methoxyphenyl)-1H-1,2,3-triazole ",Inactive,Leishmania,,94.5,,,,295.3,C16H13N3O3,10.5935/0103-5053.20160017,
1372,1373,"COc1ccc(cc1OC)-c1cn(nn1)-c1cc(OC)c(OC)c(OC)c1
","4-(3,4-Dimethoxiphenyl)-1-(3,4,5-trimethoxyphenyl)-1H-
1,2,3-triazole",Inactive,Leishmania,,92.5,,,,371.39,C19H21N3O5,10.5935/0103-5053.20160017,
1373,1374,COc3ccc(n2cc(c1cc(OC)c(OC)c(OC)c1)nn2)cc3OC,"1-(3,4-Dimetyhoxyphenyl)-4-(3,4,5-trimethoxyphenyl)-1H1,2,3 triazole",Inactive,Leishmania,,>200,,,,371.39,C19H21N3O5,10.5935/0103-5053.20160017,
1374,1375,"COc1ccc(cc1OC)-c1cn(nn1)-c1ccc2OCOc2c1
","1-(1,3-Benzodioxol-5-yl)- 4-(3,4-dimethoxyphenyl)-1H-
1,2,3-triazole",Active,Leishmania,,64.6,,,,325.32,C17H15N3O4,10.5935/0103-5053.20160017,
1375,1376,"COc1ccc(cc1OC)-n1cc(nn1)-c1ccc2OCOc2c1
","4-(1,3-Benzodioxol-5-yl)-1-(3,4-dimethoxyphenyl)-1H-1,2,3-
triazole",Active,Leishmania,,19.5,,,,325.32,C17H15N3O4,10.5935/0103-5053.20160017,
1376,1377,"O.COc1cc(cc(OC)c1OC)-c1cn(nn1)-c1ccc2OCOc2c1
","1-(1,3-Benzodioxol-5-yl)-4-(3,4,5-trimethoxyphenyl)-1H-
1,2,3-triazole",Active,Leishmania,,15.4,,,,373.36,C18H19N3O6,10.5935/0103-5053.20160017,
1377,1378,"COc1cc(cc(OC)c1OC)-n1cc(nn1)-c1ccc2OCOc2c1
","4-(1,3-Benzodioxol-5-yl)-1-(3,4,5-trimethoxyphenyl)-1H-
1,2,3-triazole",Active,Leishmania,,5.2,,,,355.35,C18H17N3O5,10.5935/0103-5053.20160017,
1378,1379,C1[C@@H](C[C@H]2[C@](C1)([C@H]1[C@H](C[C@H]2[NH3+])[C@H]2[C@@](CC1)(C)[C@@H](CC2)[C@H](C)CCCC(C)C)C)O,6-alpha-aminocholestanol,Active,Leishmania,Intracellular,3.6,,,,404.7,C27H50NO+,"10.1371/journal.pntd.0006160
",
1379,1380,C1[C@@H](C[C@H]2[C@](C1)([C@H]1[C@H](C[C@H]2[NH3+])[C@H]2[C@@](CC1)(C)[C@@H](CC2)[C@H](C)CCCC(C)C)C)O,6-alpha-aminocholestanol,Active,Leishmania,Intracellular,35.2,,,,404.7,C27H50NO+,"10.1371/journal.pntd.0006160
",
1380,1381,C1[C@@H](C[C@H]2[C@](C1)([C@H]1[C@H](C[C@H]2[NH3+])[C@H]2[C@@](CC1)(C)[C@@H](CC2)[C@H](C)CCCC(C)C)C)O,6-alpha-aminocholestanol,Active,Leishmania,Intracellular,0.9,,,,404.7,C27H50NO+,"10.1371/journal.pntd.0006160
",
1381,1382,CC(C)CCC[C@H](C)C3CC[C@@H]4[C@@H]2CC(=O)[C@@H]1CC(O)CC[C@@]1(C)[C@H]2CC[C@@]34C,6-ketocholestanol,Active,Leishmania,Intracellular,39.1,,,,402.66,C27H46O2,"10.1371/journal.pntd.0006160
",
1382,1383,CC(C)CCC[C@H](C)C3CC[C@@H]4[C@@H]2CC(=O)[C@@H]1CC(O)CC[C@@]1(C)[C@H]2CC[C@@]34C,6-ketocholestanol,Active,Leishmania,Intracellular,81.4,,,,402.66,C27H46O2,"10.1371/journal.pntd.0006160
",
1383,1384,CC(C)CCC[C@H](C)C3CC[C@@H]4[C@@H]2CC(=O)[C@@H]1CC(O)CC[C@@]1(C)[C@H]2CC[C@@]34C,6-ketocholestanol,Active,Leishmania,Intracellular,4.2,,,,402.66,C27H46O2,"10.1371/journal.pntd.0006160
",
1384,1385,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C[C@H]([N+](=O)O)[C@@H]1CCCC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,Enzymo,,,,,418.69,C27H48NO2+,"10.1371/journal.pntd.0006160
",
1385,1386,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C[C@H]([N+](=O)O)[C@]1(Cl)CCCC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,Enzymo,,,,,453.13,C27H47ClNO2+,"10.1371/journal.pntd.0006160
",
1386,1387,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C/C(=N\O)[C@]1(O)CC(O)CC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,Enzymo,,,,,433.68,C27H47NO3,"10.1371/journal.pntd.0006160
",
1387,1388,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C[C@](Cl)([N+](=O)O)[C@@H]1CCCC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,Enzymo,,,,,453.13,C27H47ClNO2+,"10.1371/journal.pntd.0006160
",
1388,1389,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2CC[C@@H]1CC(Cl)([N+](=O)O)CC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,Enzymo,,,,,453.13,C27H47ClNO2+,"10.1371/journal.pntd.0006160
",
1389,1390,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C/C(=N\O)[C@@H]1C/C(=N\O)CC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,Enzymo,,,,,430.68,C27H46N2O2,"10.1371/journal.pntd.0006160
",
1390,1391,CC(C)CCC[C@H](C)[C@H]3CC[C@@H]4[C@@H]2C(=O)C[C@@H]1CC(O)CC[C@@]1(C)[C@H]2CC[C@@]34C,,Inactive,Leishmania,Enzymo,,,,,402.66,C27H46O2,"10.1371/journal.pntd.0006160
",
1391,1392,C[C@@]34CC[C@H]2[C@@H](CC(=O)[C@@H]1CC(O)CC[C@]12C)[C@H]3CC(O)C4,,Inactive,Leishmania,Enzymo,,,,,306.45,C19H30O3,"10.1371/journal.pntd.0006160
",
1392,1393,"CC(=CCC1=C(C=CC(=C1O)C(=O)C=CC2=CC=CC=C2)O)C
",isocordoin,Active,Leishmania,Extracellular,,10,,,308.38,C20H20O3,10.1016/j.apjtm.2017.10.016,
1393,1394,[H][C@]4(c1ccccc1)OC3C/C2=C(/C=C\C(C)(C)O2)\C(OC)=C3\[C@H](O)[C@@H]4O,"3 beta,4 beta-dihydroxy-5-methoxy-(7,6)-2,2-dimethylpyranoflavan",Active,Leishmania,Extracellular,,26.7,,,356.42,C21H24O5,10.1016/j.apjtm.2017.10.016,
1394,1395,[H][C@]4(c1ccccc1)OC3C/C2=C(/C=C\C(C)(C)O2)\C(OC)=C3\[C@H](O)[C@@H]4O,"3 beta,4 beta-dihydroxy-5-methoxy-(7,6)-2,2-dimethylpyranoflavan",Active,Leishmania,Extracellular,,40,,,356.42,C21H24O5,10.1016/j.apjtm.2017.10.016,
1395,1396,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C(=O)O,betulinic acid,Inactive,Leishmania,Extracellular,,,,,456.71,C30H48O3,10.1016/j.apjtm.2017.10.016,
1396,1397,c1ccc2c(c1)c3ccnc(c3[nH]2)C4=C[C@@]56CC/C=C\CCCCN7CCC4[C@]8(C7)C5N9CCCC(=O)CCC9(C8)O6,"12,34-Oxamanzamine E",Inactive,Leishmania,Extracellular,,,,,562.76,C36H42N4O2,10.1016/j.ejmech.2014.07.006,
1397,1398,c1ccc2c(c1)c3ccnc(c3[nH]2)C4=C[C@]56CC/C=C\CCCCN7CC[C@H]4[C@@]8(C7)[C@@H]5N9CCCC(=O)CC[C@@]9(C8)O6,"ent-12,34-Oxamanzamine E
",Inactive,Leishmania,Extracellular,,,,,562.76,C36H42N4O2,10.1016/j.ejmech.2014.07.006,
1398,1399,[H][C@]17CCN%10CCCC8CCCC[C@@]6(/C=C1/c3nccc4c2cc(O)ccc2[nH]c34)O[C@@]59CCC(=O)CCCN5C6C7(CC89)C%10,"12,34-Oxa-6-hydroxy manzamine E
",Inactive,Leishmania,Extracellular,,,,,592.78,C37H44N4O3,10.1016/j.ejmech.2014.07.006,
1399,1400,c1cc2c3ccnc(c3[nH]c2c(c1)O)C4=C[C@]56CC/C=C\CCCCN7CC[C@H]4[C@@]8(C7)[C@@H]5N9CCCC(=O)CC[C@@]9(C8)O6,"ent-12,34-Oxamanzamine F
",Inactive,Leishmania,Extracellular,,,,,578.76,C36H42N4O3,10.1016/j.ejmech.2014.07.006,
1400,1401,C[C@]8(O)CC[C@H]7C[C@]46CN5CCCC/C=C/C[C@@](O)(/C=C(c2nccc3c1ccccc1[nH]c23)\C4CC5)[C@@H]6N7CC8,"32,33-Dihydro-31-hydroxy manzamine A
",Inactive,Leishmania,Extracellular,,,,,552.76,C35H44N4O2,10.1016/j.ejmech.2014.07.006,
1401,1402,O=C7[C@@H]1CCCCCN1[C@@H]2C8C3CCN(CCCCC/C=C/CC[C@]2(O)/C=C3/c5nccc6c4cc(O)ccc4[nH]c56)[C@@H]78,,Inactive,Leishmania,Extracellular,,,,,580.77,C36H44N4O3,10.1016/j.ejmech.2014.07.006,
1402,1403,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@]24C=C[C@@]5([C@@]3(CC[C@@H](C5)O)C)OO4)C,Ergosterol peroxide,Active,Leishmania,Intracellular,4,,,,428.66,C28H44O3,10.3390/molecules21081045,
1403,1404,C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@]24C=C[C@@]5([C@@]3(CC[C@@H](C5)O)C)OO4)C,Ergosterol peroxide,Active,Leishmania,Extracellular,13.9,,,,428.66,C28H44O3,10.3390/molecules21081045,
1404,1405,[H][C@]4([C@H](C)/C=C/[C@H](C)C(C)C)CCC3/C2=C/CC1C[C@@H](O)CC[C@]1(C)C2CC[C@@]34C,"7,22-ergostadien-3β-ol",Active,Leishmania,Extracellular,>50,,,,398.68,C28H46O,10.3390/molecules21081045,
1405,1406,[H][C@]4([C@H](C)/C=C/[C@H](C)C(C)C)CCC3/C2=C/CC1C[C@@H](O)CC[C@]1(C)C2CC[C@@]34C,"7,22-ergostadien-3β-ol",Active,Leishmania,Intracellular,>12,,,,398.68,C28H46O,10.3390/molecules21081045,
1406,1407,"CC(=CCCC(C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C)C(=O)O)C
",Trametenolic acid B,Active,Leishmania,Extracellular,2.9,,,,456.71,C30H48O3,10.3390/molecules21081045,
1407,1408,"CC(=CCCC(C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C)C(=O)O)C
",Trametenolic acid B,Active,Leishmania,Intracellular,1.6,,,,456.71,C30H48O3,10.3390/molecules21081045,
1408,1409,CCCC(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H](N2[C@@H](CC[C@@H](C2=O)NC(=O)[C@@H](NC1=O)CCCNC(=O)N)O)[C@@H](C)CC)C)Cc3ccc(c(c3)Br)OC)C(C)C)C,symplocamide A,Active,Leishmania,Extracellular,>9.5,,,,1052.04,C46H71BrN10O13,10.1055/s-0030-1250663,
1409,1410,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,"artesunate 
",Active,Leishmania,Intracellular,>7.8,,,,384.42,C19H28O8,10.1371/journal.pone.0135556,
1410,1411,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C,"artesunate 
",Active,Leishmania,Intracellular,0.35,,,,384.42,C19H28O8,10.1371/journal.pone.0135556,
1411,1412,c1cc(oc1/C=N/N2CC(=O)NC2=O)[N+](=O)[O-],nitrofurantoine,Active,Leishmania,Intracellular,>41.81,,,,238.16,C8H6N4O5,10.1371/journal.pone.0135556,
1412,1413,c1cc(oc1/C=N/N2CC(=O)NC2=O)[N+](=O)[O-],nitrofurantoine,Active,Leishmania,Intracellular,2.12,,,,238.16,C8H6N4O5,10.1371/journal.pone.0135556,
1413,1414,c1cc(ccc1C(=O)N/N=C/c2ccc(o2)[N+](=O)[O-])O,nifuroxazide,Active,Leishmania,Intracellular,>10.86,,,,275.22,C12H9N3O5,10.1371/journal.pone.0135556,
1414,1415,c1cc(ccc1C(=O)N/N=C/c2ccc(o2)[N+](=O)[O-])O,nifuroxazide,Active,Leishmania,Intracellular,2.83,,,,275.22,C12H9N3O5,10.1371/journal.pone.0135556,
1415,1416,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)Nc(c2O)c(c3O)/C=N/N5CCN(CC5)C)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,rifampicin,Active,Leishmania,Intracellular,>36.45,,,,822.95,C43H58N4O12,10.1371/journal.pone.0135556,
1416,1417,Cc1c(c2c3c4c1O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]([C@H](/C=C/C=C(\C(=O)Nc(c2O)c(c3O)/C=N/N5CCN(CC5)C)/C)C)O)C)O)C)OC(=O)C)C)OC)C)O,rifampicin,Active,Leishmania,Intracellular,1.53,,,,822.95,C43H58N4O12,10.1371/journal.pone.0135556,
1417,1418,Cc1c(c2c3c(cc(c2O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@H](/C=C/O[C@@]4(C(=O)c3c1O4)C)OC)C)OC(=O)C)C)O)C)O)C)/C)O)O,rifamycin SV,Active,Leishmania,Intracellular,>13.87,,,,697.78,C37H47NO12,10.1371/journal.pone.0135556,
1418,1419,Cc1c(c2c3c(cc(c2O)NC(=O)/C(=C\C=C\[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@H](/C=C/O[C@@]4(C(=O)c3c1O4)C)OC)C)OC(=O)C)C)O)C)O)C)/C)O)O,rifamycin SV,Active,Leishmania,Intracellular,1.5,,,,697.78,C37H47NO12,10.1371/journal.pone.0135556,
1419,1420,[H][C@H]2[C@@H](OC)/C1=C(OC)/C\4=C(CC1O[C@]2([H])c3ccccc3)/OC(C)(C)/C=C4,flavan,Inactive,Leishmania,,,,,,354.45,C22H26O4,10.1016/j.phymed.2006.11.027,
1420,1421,COC1=CC=C(C=C1)C1=CC(=O)C2=C(OC)C3=C(OC(C)(C)C=C3)C=C2O1,flavan,Active,Leishmania,,,5.6,,,364.4,C22H20O5,,
1421,1422,[H][C@]4(c1ccccc1)OC3C/C2=C(/C=C\C(C)(C)O2)\C(OC)=C3\[C@H](OC)[C@@H]4OC,flavan,Inactive,Leishmania,,,,,,384.47,C23H28O5,10.1016/j.phymed.2006.11.027,
1422,1423,[H][C@]4(c1ccccc1)OC3C/C2=C(/C=C\C(C)(C)O2)\C(OC)=C3\[C@H](OC)[C@@H]4O,flavan,Inactive,Leishmania,,,,,,370.44,C22H26O5,10.1016/j.phymed.2006.11.027,
1423,1424,COc3ccc(/C=C/C(=O)c2c(O)c1/C=C\C(C)(C)Oc1cc2OC)cc3,flavan,Inactive,Leishmania,,,,,,366.41,C22H22O5,10.1016/j.phymed.2006.11.027,
1424,1425,[H]C1=C([H])C(SC2=NC(OC(C)CC)=C([H])C(N)=N2)=C([H])C(Cl)=C1[H],6-(Sec-butoxy)-2-((3-chlorophenyl)thio)pyrimidin-4-amine,Active,Leishmania,Enzymo,29.43,,,,309.82,C14H16ClN3OS,10.1080/14756366.2016.1250755,
1425,1426,CCP(=[Au]S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)(CC)CC,Auranofin,Active,Leishmania,Enzymo,9.68 ± 1.02,,,,678.49,C20H34AuO9PS,10.1007/s00726-011-0997-9,
1426,1427,CCP(=[Au]S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)(CC)CC,Auranofin,Active,Leishmania,Enzymo,15.66 ± 1.24,,,,678.49,C20H34AuO9PS,10.1007/s00726-011-0997-9,
1427,1428,CCP(CC)(CC)[Au]Cl,Chloro(triethylphosphoranyl)gold,Active,Leishmania,Enzymo,16.59 ± 1.03,,,,351.59,C6H16AuClP,10.1007/s00726-011-0997-9,
1428,1429,CCP(CC)(CC)[Au]Cl,Chloro(triethylphosphoranyl)gold,Active,Leishmania,Enzymo,17.48 ± 1.02,,,,351.59,C6H16AuClP,10.1007/s00726-011-0997-9,
1429,1430,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)CO,Doxorubicin,Active,Leishmania,Enzymo,11.76 ± 0.11,,,,543.52,C27H29NO11,10.1007/s11010-011-0762-0,
1430,1431,COc1cccc2C(=O)c3c(O)c4CC(O)(CC(OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)CO,Doxorubicin,Active,Leishmania,Enzymo,12.02 ± 0.15,,,,543.52,C27H29NO11,10.1007/s11010-011-0762-0,
1431,1432,COC12C3NC3CN1C1=C(C2COC(N)=O)C(=O)C(N)=C(C)C1=O,Mitomycin C,Active,Leishmania,Enzymo,12.76 ± 0.20,,,,334.33,C15H18N4O5,10.1007/s11010-011-0762-0,
1432,1433,COC12C3NC3CN1C1=C(C2COC(N)=O)C(=O)C(N)=C(C)C1=O,Mitomycin C,Active,Leishmania,Enzymo,11.52 ± 0.15,,,,334.33,C15H18N4O5,10.1007/s11010-011-0762-0,
1433,1434,CCC1=CC=C(C=C1)N1C(C)=C(CN2CCSCC2)C=C1C1=CC=C(SC)C=C1,d 4-((1-(4-ethylphenyl)-2-methyl-5-(4-(methylthio)phenyl)-1H-pyrrol-3-yl)methyl)thiomorpholine,Active,Leishmania,Enzymo,13.7,,,,422.66,C25H30N2S2,10.1002/cmdc.201300176,
1434,1435,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2[C@@H](C)[C@@H](O)[C@@H](OC(=O)C=CC3=CC=C(O)C=C3)C12,arbortristoside C,Active,Leishmania,Enzymo,,,,,552.53,C26H32O13,10.1016/j.bmc.2013.11.048 ,124.0
1435,1436,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2[C@@H](C)[C@@H](O)[C@@H](OC(=O)C=CC3=CC=C(OC)C=C3)C12,arbortristoside A,Active,Leishmania,Enzymo,,,,,566.56,C27H34O13,10.1016/j.bmc.2013.11.048 ,122.0
1436,1437,COC(=O)C1=CO[C@@H](OC2OC(CO)C(O)C(O)C2O)C2[C@@H](C)[C@@H](O)[C@@H](O)C12,6 beta-hydroxyloganin,Active,Leishmania,Enzymo,,,,,406.38,C17H26O11,10.1016/j.bmc.2013.11.048 ,125.0
1437,1438,CC1=NNC2=CC=CC3=C(C=CC1=C32)OC,,Active,Leishmania,Extracellular,,,97.7853,1 µM,212.25,C13H12N2O,AID_1258,644992.0
1438,1439,CC1=NN=C(C2=CC=CC=C12)NC3=CC=CC=N3,,Active,Leishmania,Extracellular,,,89.7231,1 µM,236.28,C14H12N4,AID_1258,645317.0
1439,1440,COC1=C(C=C(C=C1)C(=O)C(CN2CCOCC2)C3=CC=CC=C3)F.Cl,,Active,Leishmania,Extracellular,,,85.6822,1 µM,379.86,C20H23ClFNO3,AID_1258,3066411.0
1440,1441,CC1=CC(=C2C(=C1)C3=CC(=NN3C(N2)C4=CC5=C(C=C4)OCO5)C)C,,Active,Leishmania,Extracellular,,,76.3973,1 µM,333.39,C20H19N3O2,AID_1258,648825.0
1441,1442,CC1=CC2=C(C=C1)NC(N3C2=CC(=N3)C)C4=CC5=C(C=C4)OCO5,,Active,Leishmania,Extracellular,,,94.8003,1 µM,319.36,C19H17N3O2,AID_1258,652264.0
1442,1443,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,Active,Leishmania,Extracellular,,,88.9302,1 µM,447.48,C23H29NO8,AID_1258,298107.0
1443,1444,C[C@]12CC[C@H]([C@@]([C@@H]1CC[C@@H]3[C@@]24CC[C@@]([C@H](C3)C4)(CO)O)(C)CO)O,,Active,Leishmania,Extracellular,,,95.0597,1 µM,338.49,C20H34O4,AID_1258,457964.0
1444,1445,C1CCC2(CC1)N=C3C=C(C=CC3=[N+]2[O-])NC4=CC=CC=C4,,Active,Leishmania,Extracellular,,,66.089,1 µM,293.37,C18H19N3O,AID_1258,657546.0
1445,1446,C1CC2=C(C1)N(C3=C(C2=N)CCC3)CC4=CC=CC=C4.Cl,,Active,Leishmania,Extracellular,,,94.4153,1 µM,300.83,C18H21ClN2,AID_1258,6603247.0
1446,1447,COC1=CC(=CC(=C1OC)OC)C2=C(C(=NC(=C2C#N)SCC3=CC=NC=C3)N)C#N,,Active,Leishmania,Extracellular,,,61.4742,1 µM,433.49,C22H19N5O3S,AID_1258,660130.0
1447,1448,C1CN2CCC1C(=O)C2CC3=CC=C(C=C3)OCCOC4=CC=CC=C4.Cl,,Active,Leishmania,Extracellular,,,96.6329,1 µM,387.91,C22H26ClNO3,AID_1258,6603672.0
1448,1449,C1=CC=C(C=C1)C2=NNC(=C2)C3=NN=C4N3N=C(S4)C5=CC=CC=N5,,Active,Leishmania,Extracellular,,,50.6025,1 µM,345.39,C17H11N7S,AID_1258,665709.0
