,Unnamed: 0,IDcmpd,ID_zinc,ID_chemspider,smiles,chemical_name,common_name,formula,weight,origin,nature,family,sub_family,hydrophobicity_index,active_moeity,other_activities,active_or_inactive,refs,AUC_0t,AUC_tinf,Rareas,Kd,Ke,Kd_hld,Ke_hlt,MRT,Vd,Cl,Tmax,Cpmax,pk_method,PPD,PPD_method,internal_standard,effect_types,animal_models,animal_weights,administration_routes,Dose,ID_test_type,taxid_path,strains,active_inactivec,IC50micromol,IC50microgML,MEC,IC90,MIC,IC_totallysis,IC_pourc,pourcentage,ICpourc_positive,pourcentage_positive,EC50,LD50,ED50,GI50,survival_index,IC_surv,cell_type,host_cell,animal_model,nbr_animal,animal_weight,age,experimental_model,dose,administration_route,treatment_periode,evaluation_method,studied_parameters,positive_control,selectivity_index,IC50_positive,IC90_positivec,LD50_positive,EC50_positive,ED50_positive,negative_control,IC50_negative,leishmanicide_activitie,cytotoxicity_degree,result,positive_result,effect_type
515,517,403,,,COC1=CC(O)=C(C(=O)\C=C\C2=CC=C(F)C=C2)C(OC)=C1,"4-fluoro-20-hydroxy-40,60-dimeth-oxychalcone",,C17H15FO4,302.30100000000004,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,6 micromol,,,,,,,,,,,
516,518,403,,,COC1=CC(O)=C(C(=O)\C=C\C2=CC=C(F)C=C2)C(OC)=C1,"4-fluoro-20-hydroxy-40,60-dimeth-oxychalcone",,C17H15FO4,302.30100000000004,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lamaz,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentostan,,4.4 micromol,,,,,,,,,,,
517,519,404,,,COC1=CC(OC)=C(C(=O)\C=C\C2=CC=C3C=CC=CC3=C2)C(O)=C1,"1-(20-Hydroxy-40,60-dimethoxy-phenyl)-3-(2-naphthyl)prop-2-en-1-one",,C21H18O4,334.3710000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,6 micromol,,,,,,,,,,,
518,520,404,,,COC1=CC(OC)=C(C(=O)\C=C\C2=CC=C3C=CC=CC3=C2)C(O)=C1,"1-(20-Hydroxy-40,60-dimethoxy-phenyl)-3-(2-naphthyl)prop-2-en-1-one",,C21H18O4,334.3710000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lamaz,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentostan,,4.4 micromol,,,,,,,,,,,
519,521,405,,,COC1=CC(OC)=C(C(=O)\C=C\C2=CC=CO2)C(O)=C1,"3-(2-furyl)-1-(20-hydroxy-40,60-dimethoxyphenyl)prop-2-en-1-one",,C15H14O5,274.272,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,6 micromol,,,,,,,,,,,
520,522,405,,,COC1=CC(OC)=C(C(=O)\C=C\C2=CC=CO2)C(O)=C1,"3-(2-furyl)-1-(20-hydroxy-40,60-dimethoxyphenyl)prop-2-en-1-one",,C15H14O5,274.272,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lamaz,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentostan,,4.4 micromol,,,,,,,,,,,
521,523,406,,,COC1=CC(OC)=C(C(=O)\C=C\C2=CC3=C(OCO3)C=C2)C(O)=C1,"3,4-methylenedioxy-20-hydroxy-40,60-dimethoxychalcone",,C18H16O6,328.32000000000005,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,6 micromol,,,,,,,,,,,
522,524,407,,,COC1=CC(OC)=C(Br)C(O)=C1C(=O)\C=C\C1=CC=CC=C1Cl,"2-chloro-30-bromo-20-hydroxy-40,60-dimethoxychalcone",,C17H14BrClO4,397.652,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,6 micromol,,,,,,,,,,,
523,525,407,,,COC1=CC(OC)=C(Br)C(O)=C1C(=O)\C=C\C1=CC=CC=C1Cl,"2-chloro-30-bromo-20-hydroxy-40,60-dimethoxychalcone",,C17H14BrClO4,397.652,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lamaz,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentostan,,4.4 micromol,,,,,,,,,,,
524,526,408,,,COC1=CC(OC)=C(Br)C(O)=C1C(=O)\C=C\C1=CC=CC=C1,"30-bromo-20-hydroxy-40,60-dimeth-oxychalcone",,C17H15BrO4,363.2070000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,6 micromol,,,,,,,,,,,
525,527,408,,,COC1=CC(OC)=C(Br)C(O)=C1C(=O)\C=C\C1=CC=CC=C1,"30-bromo-20-hydroxy-40,60-dimeth-oxychalcone",,C17H15BrO4,363.2070000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lamaz,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentostan,,4.4 micromol,,,,,,,,,,,
526,528,409,,,COC1=CC(OC)=C(Br)C(O)=C1C(=O)\C=C\C1=CC=CC(=C1)[N+]([O-])=O,"3-nitro-30-bromo-20-hydroxy-40,60-dimethoxychalcone",,C17H14BrNO6,408.2040000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lamaz,,,"0.5
",,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,6 micromol,,,,,,,,,,,
527,529,409,,,COC1=CC(OC)=C(Br)C(O)=C1C(=O)\C=C\C1=CC=CC(=C1)[N+]([O-])=O,"3-nitro-30-bromo-20-hydroxy-40,60-dimethoxychalcone",,C17H14BrNO6,408.2040000000001,,synthetic,"2-Hydroxy-4,6-dimethoxychalcone
Derivative",,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,lamaz,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,pentostan,,4.4 micromol,,,,,,,,,,,
528,530,411,,,CC(C)=CCCC1(C)Oc2ccc(C(=O)\C=C\c3ccc(O)cc3)c(O)c2C=C1,,1-(5-Hydroxy–2-methyl-2-(4-methylpent-3-enyl)2H-chromen-6-yl)-3-(4-hydroxy-phenyl)propenone,C25H26O4,390.4790000000001,,synthetic,chromeno dihydrochalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,"10 microgML


",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,531,411,,,CC(C)=CCCC1(C)Oc2ccc(C(=O)\C=C\c3ccc(O)cc3)c(O)c2C=C1,,1-(5-Hydroxy–2-methyl-2-(4-methylpent-3-enyl)2H-chromen-6-yl)-3-(4-hydroxy-phenyl)propenone,C25H26O4,390.4790000000001,,synthetic,chromeno dihydrochalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,,,,,,"25
25 microgML
",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,532,412,,29416427,CC(=CCCC1(C=Cc2c(ccc(c2O)C(=O)/C=C/c3ccc(cc3)[N+](=O)[O-])O1)C)C,(2E)-1-[5-Hydroxy-2-methyl-2-(4-methyl-3-penten-1-yl)-2H-chromen-6-yl]-3-(4-nitrophenyl)-2-propen-1-one,1-(5-Hydroxy-2-methyl-2-(4-methylpent-3-enyl)2H-chromen-6-yl)- 3-(4-nitrophenyl)propenone,C25H25NO5,419.4770000000002,,synthetic,chromeno dihydrochalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,"10 microgML

",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,533,413,,29417538,CC(=CCCC1(C=Cc2c(ccc(c2O)C(=O)/C=C/c3ccc(cc3)F)O1)C)C,(2E)-3-(4-Fluorophenyl)-1-[5-hydroxy-2-methyl-2-(4-methyl-3-penten-1-yl)-2H-chromen-6-yl]-2-propen-1-one," 1-(5-Hydroxy-2-methyl-2-(4-methylpent-3-enyl)2H-
chromen-6-yl)-3-(4-fluoro-phenyl)-propenone",C25H25FO3,392.47000000000014,,synthetic,chromeno dihydrochalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,"
",,,,,,10 microgML,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,534,414,,,CN(C)c1ccc(\C=C\C(=O)c2ccc3OC(C)(CCC=C(C)C)C=Cc3c2O)cc1,,"1-(5-Hydroxy-2-methyl-2-(4-methylpent-3-enyl)2H-
chromen-6-yl)-3-(4,4,
N,N-dimethylamino-phenyl)-propenone",C27H31NO3,417.5490000000001,,synthetic,chromeno dihydrochalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,535,414,,,CN(C)c1ccc(\C=C\C(=O)c2ccc3OC(C)(CCC=C(C)C)C=Cc3c2O)cc1,,"1-(5-Hydroxy-2-methyl-2-(4-methylpent-3-enyl)2H-
chromen-6-yl)-3-(4,4,
N,N-dimethylamino-phenyl)-propenone",C27H31NO3,417.5490000000001,,synthetic,chromeno dihydrochalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,,,,,,10 microgML,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,536,415,,,COc1cc(\C=C\C(=O)c2ccc3OC(C)(CCC=C(C)C)C=Cc3c2O)cc(OC)c1OC,,"1-(5-Hydroxy-2-methyl-2-(4-methylpent-3-enyl)2H-
chromen-6-yl)-3-(3,4,5trimethoxy-phenyl)-propenone",C28H32O6,464.5580000000002,,synthetic,chromeno dihydrochalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,"10 microgML
",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,537,416,,,CC(C)=CCCC1(C)Oc2ccc(C(=O)\C=C\c3cccc(c3)[N+]([O-])=O)c(O)c2C=C1,," 1-(5-Hydroxy-2-methyl-2-(4-methylpent-3-enyl)2H-
chromen-6-yl)-3-(3-nitro-phenyl)-propenone",C25H25NO5,419.47700000000015,,synthetic,chromeno dihydrochalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,"10 microgML

",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,538,416,,,CC(C)=CCCC1(C)Oc2ccc(C(=O)\C=C\c3cccc(c3)[N+]([O-])=O)c(O)c2C=C1,," 1-(5-Hydroxy-2-methyl-2-(4-methylpent-3-enyl)2H-
chromen-6-yl)-3-(3-nitro-phenyl)-propenone",C25H25NO5,419.47700000000015,,synthetic,chromeno dihydrochalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,,,,,,"25 microgML
",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,539,417,,,CC(C)CCCC1(C)CCc2c(O)c(ccc2O1)C(=O)CCc1ccc(O)cc1,,"5.24. 1-(5-Hydroxy-2-methyl-2-(4-methylpentanyl)2H-
chroman-6-yl)-3-(4-hydroxy-phenyl)-propenone",C25H32O4,396.52700000000016,,synthetic,chromeno dihydrochalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,,,,,,10 microgML,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,540,417,,,CC(C)CCCC1(C)CCc2c(O)c(ccc2O1)C(=O)CCc1ccc(O)cc1,,"5.24. 1-(5-Hydroxy-2-methyl-2-(4-methylpentanyl)2H-
chroman-6-yl)-3-(4-hydroxy-phenyl)-propenone",C25H32O4,396.52700000000016,,synthetic,chromeno dihydrochalcone,,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Intarcellular,ldono,,,,,,,,,25 microgML,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,541,418,,,COC1=CC(O)=C(C(=O)CCC2=CC=C(OC(C)=O)C=C2)C(OC(C)=O)=C1,,,C20H20O7,372.3730000000001,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,MHOM/PE195/LQ7,,,4.08,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes , Ketoconazol,,34.8 microgML,,,,,,,,,,,
540,542,418,,,COC1=CC(O)=C(C(=O)CCC2=CC=C(OC(C)=O)C=C2)C(OC(C)=O)=C1,,,C20H20O7,372.3730000000001,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,linf,MON183/LEM 2592,,,9.11,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes,Ketoconazol,,21.32 microgML,,,,,,,,,,,
541,543,418,,,COC1=CC(O)=C(C(=O)CCC2=CC=C(OC(C)=O)C=C2)C(OC(C)=O)=C1,,,C20H20O7,372.3730000000001,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ltrp,MON 58/LEM 2578,,,11.17,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes,Ketoconazol,,41.17 microgML,,,,,,,,,,,
542,544,418,,,COC1=CC(O)=C(C(=O)CCC2=CC=C(OC(C)=O)C=C2)C(OC(C)=O)=C1,,,C20H20O7,372.3730000000001,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Hostcell,lbraz,MHOM/PE195/LQ7,,,,,,,,5 microgML,94,,,,,,,,,"Murine macrophages J-774 (ATCC
TIB-67) cell line

",,,,,,,,,48 h,"the colorimetric MTT [3-(3,4-dimethyl-thiazol-2-yl)-2,5-diphenyl tetrazolium bromide] reduction assay",,,,,,,,,,,,low toxicitie,,,
543,545,419,,,COC1=CC(OC(C)=O)=C(C(=O)CCC2=CC=C(OC(C)=O)C=C2)C(OC(C)=O)=C1,,,C22H22O8,414.4100000000002,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,MHOM/PE195/LQ7,,,2.98,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes,Ketoconazol,,"34.89 microgML
",,,,,,,,,,,
544,546,419,,,COC1=CC(OC(C)=O)=C(C(=O)CCC2=CC=C(OC(C)=O)C=C2)C(OC(C)=O)=C1,,,C22H22O8,414.4100000000002,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,linf,MON183/LEM 2592,,,9.11,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes,Ketoconazol,,21.32 microgML,,,,,,,,,,,
545,547,419,,,COC1=CC(OC(C)=O)=C(C(=O)CCC2=CC=C(OC(C)=O)C=C2)C(OC(C)=O)=C1,,,C22H22O8,414.4100000000002,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ltrp,MON 58/LEM 2578,,,9.29,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes,Ketoconazol,,41.17 microgML,,,,,,,,,,,
546,548,419,,,COC1=CC(OC(C)=O)=C(C(=O)CCC2=CC=C(OC(C)=O)C=C2)C(OC(C)=O)=C1,,,C22H22O8,414.4100000000002,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Hostcell,lbraz,MHOM/PE195/LQ7,,,,,,,,2.4 microgML,90,,,,,,,,,"Murine macrophages J-774 (ATCC
TIB-67) cell line

",,,,,,,,,48 h,"the colorimetric MTT [3-(3,4-dimethyl-thiazol-2-yl)-2,5-diphenyl tetrazolium bromide] reduction assay",,,,,,,,,,,,low toxicitie,,,
547,549,420,,,CC(=O)OC1=CC=C(CCC(=O)C2=C(O)C=C(OC(C)=O)C=C2OC(C)=O)C=C1,,,C21H20O8,400.38300000000015,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,MHOM/PE195/LQ7,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes,Ketoconazol,,"34.89 microgML
",,,,,,,,,,,
548,550,420,,,CC(=O)OC1=CC=C(CCC(=O)C2=C(O)C=C(OC(C)=O)C=C2OC(C)=O)C=C1,,,C21H20O8,400.38300000000015,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,linf,MON183/LEM 2592,,,9.11,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes,Ketoconazol,,21.32 microgML,,,,,,,,,,,
549,551,420,,,CC(=O)OC1=CC=C(CCC(=O)C2=C(O)C=C(OC(C)=O)C=C2OC(C)=O)C=C1,,,C21H20O8,400.38300000000015,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ltrp,MON 58/LEM 2578,,,9.30,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes,Ketoconazol,,41.17 microgML,,,,,,,,,,,
550,552,421,,,CC(=O)OC1=CC=C(CCC(=O)C2=C(OC(C)=O)C=C(OC(C)=O)C=C2OC(C)=O)C=C1,,,C23H22O9,442.4200000000002,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lbraz,MHOM/PE195/LQ7,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes,Ketoconazol,,"34.89 microgML
",,,,,,,,,,,
551,553,421,,,CC(=O)OC1=CC=C(CCC(=O)C2=C(OC(C)=O)C=C(OC(C)=O)C=C2OC(C)=O)C=C1,,,C23H22O9,442.4200000000002,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,linf,MON183/LEM 2592,,,12.62,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes,Ketoconazol,,21.32 microgML,,,,,,,,,,,
552,554,421,,,CC(=O)OC1=CC=C(CCC(=O)C2=C(OC(C)=O)C=C(OC(C)=O)C=C2OC(C)=O)C=C1,,,C23H22O9,442.4200000000002,,synthetic,synthetic dihydrochalcone,,,,,,10.1021/cr400552x; 12927858,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ltrp,MON 58/LEM 2578,,,8.02,,,,,,,,,,,,,,,,,,,,,,,,48 h,"microscopically in a Neubauer camera
",the number of motile promastigotes,Ketoconazol,,41.17 microgML,,,,,,,,,,,
553,562,427,,,COc1ccc2OCC(=Cc2c1)C(=O)\C=C\c1ccccc1Cl,,,C19H15ClO3,326.779,,synthetic,chromene-based chalcone,,,,,,"10.1021/cr400552x
",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,563,428,,,COc1ccc2OCC(=Cc2c1)C(=O)\C=C\c1cccc(Cl)c1,,,C19H15ClO3,326.779,,synthetic,chromene-based chalcone,,,,,,"10.1021/cr400552x
",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,564,429,,,COc3ccc2OC/C(C(=O)/C=C/c1ccc([Cl])cc1)=C\c2c3,,,C19H15ClO3,326.77900000000005,,synthetic,chromene-based chalcone,,,,,,"10.1021/cr400552x
",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,565,430,,,COc1ccc2OCC(=Cc2c1)C(=O)\C=C\c1ccc(Cl)cc1Cl,,,C19H14Cl2O3,361.2240000000001,,synthetic,chromene-based chalcone,,,,,,"10.1021/cr400552x
",,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,lmaj,,,<1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,566,439,,,[H]c1cc(nc2c(cc(OC)c(Oc3cccc(c3)C(F)(F)F)c12)N(C)C(C)CCCN)C(C)(C)C,,,C27H34F3N3O2,489.5820000000003,,synthetic,Quinoline Derivative,8-Quinolinamine,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,3.4 microgML,,,,,,,,,,,
558,567,440,,,COc1cc(N(C)C(C)CCCN)c2nc(cc(C)c2c1Oc1cccc(c1)C(F)(F)F)C(C)(C)C,,,C28H36F3N3O2,503.6090000000002,,synthetic,Quinoline Derivative,8-Quinolinamine,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,3.4 microgML,,,,,,,,,,,
559,568,441,,,CCc2cc(C(C)(C)C)nc3c(N(C)C(C)CCCN)cc(OC)c(Oc1cccc(C(F)(F)F)c1)c23,,,C29H38F3N3O2,517.6360000000002,,synthetic,Quinoline Derivative,8-Quinolinamine,,,,,10.1021/cr400552x,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Pentamidine,,3.4 microgML,,,,,,,,,,,
560,569,448,,,COC1=CC(NC(C)CCCNC(=O)C(N)CC2=CNC=N2)=C2N=CC=CC2=C1,N1-{4-[2-(tertButyl)-6-methoxy-8-quinolylamino]pentyl}-(2S)-2-amino-3-(1H-imidazol-4yl)propanamide,,C21H28N6O2,396.495,,,8-Quinolinamine,"N1-{4-[2-(tert-butyl)-
6-methoxy-8-quinolylamino]pentyl}-(2S/2R)-2-amino-substi-
tuted amide",,,,,10.1021/cr400552x;10.1016/j.bmc.2006.10.036.,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,Alamar Blue assay,,Primaquine,,19.9 microgML,,,,,,,,,,,
561,570,449,,,COC1=CC2=C(N=CC=C2)C(NC(C)CCCNC(=O)C(N)CC2=CNC3=C2C=CC=C3)=C1,N1-{4-[2-(tert-Butyl)-6-methoxy-8-quinolylamino]pentyl}-(2S)-2-amino-3-(1H-indol-3-yl)propanamide,,C26H31N5O2,445.5670000000002,,,8-Quinolinamine,"N1-{4-[2-(tert-butyl)-
6-methoxy-8-quinolylamino]pentyl}-(2S/2R)-2-amino-substi-
tuted amide",,,,,10.1021/cr400552x; 10.1016/j.bmc.2006.10.036.,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,Alamar Blue assay,,Primaquine,,19.9 microgML,,,,,,,,,,,
562,571,450,,,COC1=CC2=C(N=CC=C2)C(NC(C)CCCNC(=O)C(N)CC2=CC=CC=C2)=C1,N1-{4-[2-(tert-Butyl)-6-methoxy-8-quinolylamino]pentyl}-(2S)-2-amino-3-phenyl-propanamide,,C24H30N4O2,406.53000000000014,,,8-Quinolinamine,"N1-{4-[2-(tert-butyl)-
6-methoxy-8-quinolylamino]pentyl}-(2S/2R)-2-amino-substi-
tuted amide",,,,,10.1021/cr400552x; 10.1016/j.bmc.2006.10.036.,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,Alamar Blue assay,,Primaquine,,19.9 microgML,,,,,,,,,,,
563,572,451,,,COC1=CC2=C(N=CC=C2)C(NC(C)CCCNC(=O)C(N)CC2=CC=C(O)C=C2)=C1,N1-{4-[2-(tert-Butyl)-6-methoxy-8-quinolylamino]pentyl}-(2S)-2-amino-3-(4-hydroxyphenyl)propanamide,,C24H30N4O3,422.52900000000017,,,8-Quinolinamine,"N1-{4-[2-(tert-butyl)-
6-methoxy-8-quinolylamino]pentyl}-(2S/2R)-2-amino-substi-
tuted amide",,,,,10.1021/cr400552x; 10.1016/j.bmc.2006.10.036.,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,Alamar Blue assay,,Primaquine,,19.9 microgML,,,,,,,,,,,
564,573,452,,,COC1=CC(NC(C)CCCNC(=O)C(N)CSCC2=CC=CC=C2)=C2N=CC=CC2=C1,N1-{4-[2-(tert-Butyl)-6-methoxy-8-quinolylamino]pentyl}-(2R)-2-amino-3-benzylsulfanylpropanamide,,C25H32N4O2S,452.62400000000014,,,8-Quinolinamine,"N1-{4-[2-(tert-butyl)-
6-methoxy-8-quinolylamino]pentyl}-(2S/2R)-2-amino-substi-
tuted amidene",,,,,10.1021/cr400552x; 10.1016/j.bmc.2006.10.036.,,,,,,,,,,0.000,,,,,,,,,,,,Extracellular,ldono,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,Alamar Blue assay,,Primaquine,,19.9 microgML,,,,,,,,,,,
