CompoundID,SMILES,Common name,Biological Activity,Pathogen,IC50(µM/ml) ,IC50(µg/ml),% Inhibition ,Weight,Origin,Formula,Nature,Family,Subfamily,ID_ref,References,References_
649,CCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",Active,Leishmania,2,,,280.371,,C18H20N2O,synthetic,Quinoxaline Derivative,,596,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
650,CCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",Active,Leishmania,2.5,,,280.371,,C18H20N2O,synthetic,Quinoxaline Derivative,,596,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
651,CCCC\C=C\C1=NC2=CC=C(OC)C=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",Active,Leishmania,2.5,,,280.371,,C18H20N2O,synthetic,Quinoxaline Derivative,,597,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
652,CCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",Active,Leishmania,1,,,264.372,,C18H20N2,synthetic,Quinoxaline Derivative,,598,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
653,CCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",Active,Leishmania,1.5,,,264.372,,C18H20N2,synthetic,Quinoxaline Derivative,,598,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
654,CCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",Active,Leishmania,2,,,294.398,,C19H22N2O,synthetic,Quinoxaline Derivative,,599,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
655,CCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-Alkenylpyrrolo[1,2-
a]quinoxaline Analogue",Active,Leishmania,0.5,,,294.398,,C19H22N2O,synthetic,Quinoxaline Derivative,,599,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
656,CCCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",Active,Leishmania,0.5,,,278.399,,"C19H22N2
",synthetic,Quinoxaline Derivative,,600,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
657,CCCCCC\C=C\C1=NC2=CC=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",Active,Leishmania,0.6,,,278.399,,"C19H22N2
",synthetic,Quinoxaline Derivative,,600,"10.1021/cr400552x;
    10.1080/14756360701425089 ",
658,CCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",Active,Leishmania,2,,,308.425,,C20H24N2O,synthetic,Quinoxaline Derivative,,601,"10.1021/cr400552x; 
    10.1080/14756360701425089 ",
659,CCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",Active,Leishmania,1.2,,,308.425,,C20H24N2O,synthetic,Quinoxaline Derivative,,601,"10.1021/cr400552x; 
    10.1080/14756360701425089 ",
660,CCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",Active,Leishmania,2,,,322.452,,C21H26N2O,synthetic,Quinoxaline Derivative,,602,"10.1021/cr400552x; 
10.1080/14756360701425089",
661,CCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",Active,Leishmania,4,,,322.452,,C21H26N2O,synthetic,Quinoxaline Derivative,,602,"10.1021/cr400552x; 
10.1080/14756360701425089",
662,CCCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",Active,Leishmania,1,,,336.479,,C22H28N2O,synthetic,Quinoxaline Derivative,,603,"10.1021/cr400552x; 
10.1080/14756360701425089",
663,CCCCCCCC\C=C\C1=NC2=CC(OC)=CC=C2N2C=CC=C12,"4-(E)-alkenylpyrrolo[1,2-a]quinoxaline
analogue",Active,Leishmania,4,,,336.479,,C22H28N2O,synthetic,Quinoxaline Derivative,,603,"10.1021/cr400552x; 
10.1080/14756360701425089",
664,FC(F)(F)c4ccc(OC2C(Cn1ccnc1)CCCC2Cn3ccnc3)cc4,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Active,Leishmania,,3.284,,404.436,,C21H23F3N4O,synthetic, imidazole derivative,,607,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
665,FC(F)(F)c4ccc(OC2C(Cn1ccnc1)CCCC2Cn3ccnc3)cc4,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Active,Leishmania,,1.13,,404.436,,C21H23F3N4O,synthetic, imidazole derivative,,607,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
666,FC(F)(F)c4ccc(OC2C(Cn1ccnc1)CCCC2Cn3ccnc3)cc4,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Inactive,Leishmania,,,,404.436,,C21H23F3N4O,synthetic, imidazole derivative,,607,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
667,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)cc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Active,Leishmania,,5.524,,381.436,,C20H23N5O3,synthetic, imidazole derivative,,608,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
668,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)cc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Active,Leishmania,,1.97,,381.436,,C20H23N5O3,synthetic, imidazole derivative,,608,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
669,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)cc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Inactive,Leishmania,,,,381.436,,C20H23N5O3,synthetic, imidazole derivative,,608,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
670,[O-][N+](=O)c1ccccc1OC1C(Cn2ccnc2)CCCC1Cn1ccnc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Active,Leishmania,,9.57,,381.436,,C20H23N5O3,synthetic, imidazole derivative,,609,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
671,[O-][N+](=O)c1ccccc1OC1C(Cn2ccnc2)CCCC1Cn1ccnc1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Active,Leishmania,,2.437,,381.436,,C20H23N5O3,synthetic, imidazole derivative,,609,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
672,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(c1)C(F)(F)F,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Active,Leishmania,,6.725,,449.433,,C21H22F3N5O3,synthetic, imidazole derivative,,610,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
673,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(c1)C(F)(F)F,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Active,Leishmania,,0.588,,449.433,,C21H22F3N5O3,synthetic, imidazole derivative,,610,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
674,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(F)c1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Active,Leishmania,,3.57,,399.426,,C20H22FN5O3,synthetic,imidazole derivative,,611,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
675,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(F)c1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Active,Leishmania,,1.17,,399.426,,C20H22FN5O3,synthetic,imidazole derivative,,611,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
676,[O-][N+](=O)c1ccc(OC2C(Cn3ccnc3)CCCC2Cn2ccnc2)c(F)c1,"2,6-bisimidazolyl-methyl-1-aryloxycyclohexane",Inactive,Leishmania,,,,399.426,,C20H22FN5O3,synthetic,imidazole derivative,,611,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
677,FC(F)(F)c3ccc(O[C@H]1CCCC[C@@H]1Cn2ccnc2)cc3,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",Active,Leishmania,,0.81,,324.346,,C17H19F3N2O,synthetic, imidazole derivative,,614,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
678,FC(F)(F)c3ccc(O[C@H]1CCCC[C@@H]1Cn2ccnc2)cc3,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",Active,Leishmania,,3.83,,324.346,,C17H19F3N2O,synthetic, imidazole derivative,,614,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
679,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)cc1,1-(2-aryloxycyclohexylmethyl)-1H-imidazole,Active,Leishmania,,0.82,,301.346,,C16H19N3O3,synthetic,imidazole derivative,,615,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
680,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)cc1,1-(2-aryloxycyclohexylmethyl)-1H-imidazole,Active,Leishmania,,4.57,,301.346,,C16H19N3O3,synthetic,imidazole derivative,,615,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
681,[O-][N+](=O)c1ccccc1O[C@H]1CCCC[C@@H]1Cn1ccnc1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",Active,Leishmania,,4.23,,301.346,,C16H19N3O3,synthetic,imidazole derivative,,616,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
682,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",Active,Leishmania,,1.09,,319.336,,C16H18FN3O3,synthetic,imidazole derivative,,618,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
683,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",Active,Leishmania,,0.71,,319.336,,C16H18FN3O3,synthetic,imidazole derivative,,618,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
684,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(F)c1,"2,6-bis-
imidazolylmethyl-cyclohexyl aryl ether",Inactive,Leishmania,,,,319.336,,C16H18FN3O3,synthetic,imidazole derivative,,618,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
685,FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",Active,Leishmania,,2.06,,376.382,,C19H19F3N4O,synthetic,imidazole derivative,,622,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
686,FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",Active,Leishmania,,3,,376.382,,C19H19F3N4O,synthetic,imidazole derivative,,622,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
687,FC(F)(F)c4ccc(OC2C(n1ccnc1)CCCC2n3ccnc3)cc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",Inactive,Leishmania,,,,376.382,,C19H19F3N4O,synthetic,imidazole derivative,,622,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
688,[O-][N+](=O)c1ccc(OC2C(CCCC2n2ccnc2)n2ccnc2)cc1,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",Active,Leishmania,,4.67,,353.382,,C18H19N5O3,synthetic,imidazole derivative,,623,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
689,[O-][N+](=O)c1ccc(OC2C(CCCC2n2ccnc2)n2ccnc2)cc1,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",Active,Leishmania,,8.76,,353.382,,C18H19N5O3,synthetic,imidazole derivative,,623,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
690,Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",Active,Leishmania,,6.13,,,,Invalid,synthetic,imidazole derivative,,624,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
691,Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",Active,Leishmania,,3.02,,,,Invalid,synthetic,imidazole derivative,,624,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
692,Fc1cc([NO2])ccc1OC3C(n2ccnc2)CCCC3n4ccnc4,"1-aryloxy-2, 6-bisimidazolyl
cyclohexane",Inactive,Leishmania,,,,,,Invalid,synthetic,imidazole derivative,,624,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.11.094",
693,FC(F)(F)c3ccc(OC(CCn1ccnc1)c2ccccc2)cc3,,Active,Leishmania,,,,346.352,,C19H17F3N2O,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,628,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
694,FC(F)(F)c3ccc(OC(CCn1ccnc1)c2ccccc2)cc3,,Active,Leishmania,,0.47,,346.352,,C19H17F3N2O,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,628,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
695,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)cc1,,Active,Leishmania,,,,323.352,,C18H17N3O3,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,629,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
696,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)cc1,,Active,Leishmania,,3.82,,323.352,,C18H17N3O3,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,629,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
697,[O-][N+](=O)c1ccccc1OC(CCn1ccnc1)c1ccccc1,,Active,Leishmania,,,,323.352,,C18H17N3O3,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,630,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
698,[O-][N+](=O)c1ccccc1OC(CCn1ccnc1)c1ccccc1,,Active,Leishmania,,0.48,,323.352,,C18H17N3O3,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,630,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
699,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)c(F)c1,,Active,Leishmania,,,,341.342,,C18H16FN3O3,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,631,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
700,[O-][N+](=O)c1ccc(OC(CCn2ccnc2)c2ccccc2)c(F)c1,,Active,Leishmania,,2.83,,341.342,,C18H16FN3O3,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,631,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
701,CC(Cn1ccnc1)C(Oc2ccc(C(F)(F)F)cc2)c3ccccc3,,Active,Leishmania,,,,360.379,,C20H19F3N2O,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,632,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
702,CC(Cn1ccnc1)C(Oc2ccc(C(F)(F)F)cc2)c3ccccc3,,Active,Leishmania,,1.85,,360.379,,C20H19F3N2O,synthetic,imidazole derivative,Aryloxyalkyl Imidazole,632,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
703,CC(Cn1ccnc1)C(Oc1ccccc1[N+]([O-])=O)c1ccccc1,,Active,Leishmania,,,,337.379,,C19H19N3O3,synthetic,imidazole derivative,aryloxyalkyl imidazole,633,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
704,CC(Cn1ccnc1)C(Oc1ccccc1[N+]([O-])=O)c1ccccc1,,Active,Leishmania,,2.27,,337.379,,C19H19N3O3,synthetic,imidazole derivative,aryloxyalkyl imidazole,633,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
705,FC(F)(F)c3ccc(OC(Cn1ccnc1)c2ccccc2)cc3,,Active,Leishmania,,,,332.325,,C18H15F3N2O,synthetic,imidazole derivative,aryloxyalkyl imidazole,637,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
706,FC(F)(F)c3ccc(OC(Cn1ccnc1)c2ccccc2)cc3,,Active,Leishmania,,2.05,,332.325,,C18H15F3N2O,synthetic,imidazole derivative,aryloxyalkyl imidazole,637,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
707,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)cc1,,Active,Leishmania,,,,309.325,,C17H15N3O3,synthetic,imidazole derivative,aryloxyalkyl imidazole,638,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
708,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)cc1,,Active,Leishmania,,3.71,,309.325,,C17H15N3O3,synthetic,imidazole derivative,aryloxyalkyl imidazole,638,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
709,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)c(F)c1,,Active,Leishmania,,2.76,,327.315,,C17H14FN3O3,synthetic,imidazole derivative,aryloxyalkyl imidazole,639,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
710,[O-][N+](=O)c1ccc(OC(Cn2ccnc2)c2ccccc2)c(F)c1,,Inactive,Leishmania,,,,327.315,,C17H14FN3O3,synthetic,imidazole derivative,aryloxyalkyl imidazole,639,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
711,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)c1ccccc1,,Active,Leishmania,,,,309.325,,C17H15N3O3,synthetic,imidazole derivative,aryloxyalkyl imidazole,640,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
712,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)c1ccccc1,,Active,Leishmania,,2.25,,309.325,,C17H15N3O3,synthetic,imidazole derivative,aryloxyalkyl imidazole,640,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
713,FC(F)(F)c1ccc(OC(Cn2ccnc2)OCC2=CC=CC=C2)cc1,,Active,Leishmania,,,,362.351,,C19H17F3N2O2,synthetic,imidazole derivative,diaryloxyalkyl imidazole,641,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
714,FC(F)(F)c1ccc(OC(Cn2ccnc2)OCC2=CC=CC=C2)cc1,,Active,Leishmania,,0.56,,362.351,,C19H17F3N2O2,synthetic,imidazole derivative,diaryloxyalkyl imidazole,641,"10.1021/cr400552x;
    10.1016/j.bmcl.2009.10.117

",
715,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)OCC1=CC=CC=C1,,Active,Leishmania,,,,339.351,,C18H17N3O4,synthetic,imidazole derivative,diaryloxyalkyl imidazole,642,"10.1021/cr400552x; 
    10.1016/j.bmcl.2009.10.117

",
716,[O-][N+](=O)c1ccccc1OC(Cn1ccnc1)OCC1=CC=CC=C1,,Active,Leishmania,,4.82,,339.351,,C18H17N3O4,synthetic,imidazole derivative,diaryloxyalkyl imidazole,642,"10.1021/cr400552x; 
    10.1016/j.bmcl.2009.10.117

",
717,Clc3cccc(COC(CCn1ccnc1)c2ccco2)c3,,Active,Leishmania,3.04-9.39,,,316.788,synthetic,C17H17ClN2O2,synthetic,Imidazolidine Derivative,furanyl azole derivative,646,"10.1021/cr400552x; 
    10.1100/tsw.2010.176",
718,Clc3ccc(COC(CCn1ccnc1)c2ccco2)c(Cl)c3,,Active,Leishmania,3.04-9.39,,,351.233,,C17H16Cl2N2O2,synthetic,Imidazolidine Derivative,furanyl azole derivative,647,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
719,Clc3ccc(Cl)c(COC(CCn1ccnc1)c2ccco2)c3,,Active,Leishmania,3.04-9.39,,,351.233,,C17H16Cl2N2O2,synthetic,Imidazolidine Derivative,furanyl azole derivative,648,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
720,Fc3ccc(COC(CCn1ccnc1)c2ccco2)c(F)c3,,Active,Leishmania,3.04-9.39,,,318.323,,C17H16F2N2O2,synthetic,Imidazolidine Derivative,furanyl azole derivative,649,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
721,Fc3ccc(F)c(COC(CCn1ccnc1)c2ccco2)c3,,Active,Leishmania,3.04-9.39,,,318.323,,C17H16F2N2O2,synthetic,Imidazolidine Derivative,furanyl azole derivative,650,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
722,Clc3cccc(COC(CCn1cncn1)c2ccco2)c3,,Active,Leishmania,3.04-9.39,,,317.776,,C16H16ClN3O2,synthetic,Imidazolidine Derivative,furanyl azole derivative,651,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
723,Clc3ccc(Cl)c(COC(CCn1cncn1)c2ccco2)c3,,Active,Leishmania,3.04-9.39,,,352.221,,C16H15Cl2N3O2,synthetic,Imidazolidine Derivative,furanyl azole derivative,652,"10.1021/cr400552x
    10.1100/tsw.2010.176",
724,Clc3cccc(COC(CCn1ccnc1)c2cccs2)c3,,Active,Leishmania,5.14-7.81,,,332.856,,C17H17ClN2OS,synthetic,Imidazolidine Derivative,thiophenyl azole,653,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
725,Clc3ccc(COC(CCn1ccnc1)c2cccs2)c(Cl)c3,,Active,Leishmania,5.14-7.81,,,367.301,,C17H16Cl2N2OS,synthetic,Imidazolidine Derivative,thiophenyl azole,654,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
726,Clc3ccc(Cl)c(COC(CCn1ccnc1)c2cccs2)c3,,Active,Leishmania,5.14-7.81,,,367.301,,C17H16Cl2N2OS,synthetic,Imidazolidine Derivative,thiophenyl azole,655,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
727,Fc3ccc(COC(CCn1ccnc1)c2cccs2)c(F)c3,,Active,Leishmania,5.14-7.81,,,334.391,,C17H16F2N2OS,synthetic,Imidazolidine Derivative,thiophenyl azole,656,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
728,Fc3ccc(F)c(COC(CCn1ccnc1)c2cccs2)c3,,Active,Leishmania,5.14-7.81,,,334.391,,C17H16F2N2OS,synthetic,Imidazolidine Derivative,thiophenyl azole,657,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
729,c6ccc5[nH]c(c4ccc(OCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,Active,Leishmania,1.5,,,460.537,,C29H24N4O2,,,bisbenzimidazole,662,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

",
730,c6ccc5[nH]c(c4ccc(OCCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,Active,Leishmania,4.9,,,474.564,,C30H26N4O2,,,bisbenzimidazole,663,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

",
731,c6ccc5[nH]c(c4ccc(OCCCCCOc3ccc(c2nc1ccccc1[nH]2)cc3)cc4)nc5c6,,Active,Leishmania,1.4,,,488.591,,C31H28N4O2,,,bisbenzimidazole,664,"10.1021/cr400552x;
    10.1016/j.bmcl.2008.03.020

",
732,Cc1ncc(C(F)F)n1c2ccc(Cl)cc2,difluoromethylated azole,Active,Leishmania,1.7,,,242.656,,C11H9ClF2N2,synthetic,,,669,10.1021/cr400552x,
733,O=Cc2cn(c1cccc(Cl)c1)nn2,carbaldehyde,Active,Leishmania,2.8,,,207.62,,C9H6ClN3O,synthetic,,,673,10.1021/cr400552x,
734,FC(F)c2cn(c1cccc(Cl)c1)nn2,difluoromethylated azole,Active,Leishmania,2.6,,,229.617,,C9H6ClF2N3,synthetic,,,674,10.1021/cr400552x,
735,COC1=CC=C(CC(N)C(N)CC2=CC=C(OC)C=C2)C=C1,"1,2-Bis(p-methoxybenzyl)ethylenediamine",Active,Leishmania,,1.9,,300.402,,C18H24N2O2,,Imidazolidine Derivative,,678,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
736,COC1=CC=C(CC(N)C(N)CC2=CC=C(OC)C=C2)C=C1,"1,2-Bis(p-methoxybenzyl)ethylenediamine",Active,Leishmania,,1.8,,300.402,,C18H24N2O2,,Imidazolidine Derivative,,678,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
737,COc3ccc(CN2CCN(Cc1ccc(OC)cc1)C2)cc3,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidine",Active,Leishmania,,4.7,,312.413,,C19H24N2O2,synthetic,Imidazolidine Derivative,,679,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
738,COc3ccc(CN2CCN(Cc1ccc(OC)cc1)C2)cc3,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidine",Active,Leishmania,,2.4,,312.413,,C19H24N2O2,synthetic,Imidazolidine Derivative,,679,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
739,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",Active,Leishmania,,13.6,,388.511,,C25H28N2O2,synthetic,Imidazolidine Derivative,,680,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
740,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",Active,Leishmania,,4,,388.511,,C25H28N2O2,synthetic,Imidazolidine Derivative,,680,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
741,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccc(OC)cc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",Active,Leishmania,,9,,418.537,,C26H30N2O3,synthetic,Imidazolidine Derivative,,681,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
742,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccc(OC)cc3)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",Active,Leishmania,,3,,418.537,,C26H30N2O3,synthetic,Imidazolidine Derivative,,681,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
743,COc4ccc(CN2CCN(Cc1ccc(OC)cc1)C2c3ccccc3O)cc4,"2-Substituted-1,3-Bis(p-
methoxybenzyl)imidazolidines",Active,Leishmania,,12.4,,404.51,,C25H28N2O3,synthetic,Imidazolidine Derivative,,682,"10.1021/cr400552x;
    10.1100/tsw.2010.176",
