SMILES,Common name,IC50micromol,IC50microgML,Formula,Weight,Origin,Nature,Family,Sub family,Biological Activity,References,References_
O=c1ccc(=O)c2c1[C@@H](O)CC[C@@]23Oc4cccc5cccc(O3)c45,palmarumycin CP 18,0.62,,C20H14O5,334.327,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x

",
Oc1cccc2c1[C@@H](O)CC[C@@]23Oc4cccc5cccc(O3)c45,"CJ-12,371",0.12-8.40,,C20H16O4,320.344,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x

",
CO[C@H]5CC[C@@]1(Oc2cccc3cccc(O1)c23)c4cccc(O)c45,"palmarumycin CP 19
",152,,C21H18O4,334.371,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x

",
CO[C@H]5CC[C@@]1(Oc2cccc3cccc(O1)c23)c4cccc(O)c45,"palmarumycin CP 19
",0.12-8.40,,C21H18O4,334.371,fungus Edenia sp,natural,palmarumycin,,active,"10.1021/cr400552x

",
Cc1cc2c(c(c1)O)C(=O)c3c(cc(cc3O)O)C2=O,emodin,,2.05,C15H10O5,270.24,Vismia orientalis Engl. (Clusiasceae),natural,quinone,,active,"10.1021/cr400552x

",
CC(=CCC/C(=C/COc1cc2cc3c(c(c2c(c1)O)O)C(=O)CC(C3)(C)O)/C)C,vismione D,,0.37,C25H30O5,410.51,Vismia orientalis Engl (Clusiasceae),natural,quinone,,active,10.1021/cr400552x,
"CC1=C(C2=C(C(=C(C=C2)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)C(=O)C1=O)O
",dioncoquinone A,,,C17H18O10,382.321,Ancistrocladus abbreviatus,natural,quinone,naphthoquinone,inactive,10.1021/cr400552x , 10.1016/j.bmc.2013.11.048
CC1=C(C(=O)c2c(ccc(c2O)O)C1=O)O,dioncoquinone B,,,C11H8O5,220.18,Ancistrocladus abbreviatus,natural,quinone,naphthoquinone,active,10.1021/cr400552x , 10.1016/j.bmc.2013.11.048
c1ccc2c(c1)C(=O)C=CC2=O,,2,,C10H6O2,158.156,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
c1ccc2c(c1)C(=O)C=CC2=O,,8.5,,C10H6O2,158.156,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
CC1=CC(=O)c2ccccc2C1=O,menadione,10.8,,C11H8O2,172.183,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
CC1=CC(=O)c2ccccc2C1=O,menadione,6.2,,C11H8O2,172.183,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
c1cc2c(c(c1)O)C(=O)C=CC2=O,juglone,6,,C10H6O3,174.155,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
c1cc(c2c(c1O)C(=O)C=CC2=O)O,"naphthazarin
",1.2,,C10H6O4,190.154,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
c1cc(c2c(c1O)C(=O)C=CC2=O)O,"naphthazarin
",2.3,,C10H6O4,190.154,Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092

",
CC1=CC(=O)c2c(cccc2O)C1=O,plumbagin,,,C11H8O3,188.182,Boraginaceae,natural,quinone,simple naphthoquinone,inactive,"10.1021/cr400552x;10.1055/s-0031-1280092;10.1016/j.bmc.2013.11.048
",
COc2cc(=O)c1ccccc1c2=O,"2 methoxy - 1,4 - naphthoquinone",12.6,,C11H8O3,188.182,plants of the family Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
COc2cc(=O)c1ccccc1c2=O,"2 methoxy - 1,4 - naphthoquinone",6.5,,C11H8O3,188.182,plants of the family Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
COc2c(OC)c(=O)c1ccccc1c2=O,"2,3 dimethoxy - 1,4 - naphthoquinone",>30,,C12H10O4,218.208,plants of the family Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
COc2c(OC)c(=O)c1ccccc1c2=O,"2,3 dimethoxy - 1,4 - naphthoquinone",7,,C12H10O4,218.208,plants of the family Boraginaceae,natural,quinone,simple naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
CC(=CC[C@@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,alkannin,1.5,,C16H16O5,288.299,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-128009

",
CC(=CC[C@@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,alkannin,1.3,,C16H16O5,288.299,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-128009

",
CC(=CC[C@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,shikonin,1.3,,C16H16O5,288.299,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
CC(=CC[C@H](C1=CC(=O)c2c(ccc(c2C1=O)O)O)O)C,shikonin,1.9,,C16H16O5,288.299,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
"CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C
","beta,beta -dimethylacryl shikonin",0.5,,C21H22O6,370.401,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
"CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)OC(=O)C=C(C)C)C
","beta,beta -dimethylacryl shikonin",2.7,,C21H22O6,370.401,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
"CC(C)CC(=O)OC(CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O
",isovalerylshikonin,0.8,,C21H24O6,372.417,"plants of the family Boraginaceae
",natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
"CC(C)CC(=O)OC(CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O
",isovalerylshikonin,3,,C21H24O6,372.417,"plants of the family Boraginaceae
",natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
CC(=CCC(C1=CC(=O)c2c(ccc(c2C1=O)O)O)OC(=O)C)C,acetylshikonin,0.5,,C18H18O6,330.336,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
CC(=CCC(C1=CC(=O)c2c(ccc(c2C1=O)O)O)OC(=O)C)C,acetylshikonin,"5

",,C18H18O6,330.336,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
CC(=CCCC1=CC(=O)c2c(ccc(c2C1=O)O)O)C,deoxyshikonin,2.2,,C16H16O4,272.3,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
CC(=CCCC1=CC(=O)c2c(ccc(c2C1=O)O)O)C,deoxyshikonin,4.1,,C16H16O4,272.3,plants of the family Boraginaceae,natural,quinone,Alkannin/shikonin derivative,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092


",
C/C(C)=C\CC(O)c4cc(=O)c3c(O)cc(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)c(O)c3c4=O,vaforhizin,0.7,,C32H30O9,558.583,plants of the family Boraginaceae,natural,quinone,Dimeric naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
C/C(C)=C\CC(O)c4cc(=O)c3c(O)cc(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)c(O)c3c4=O,vaforhizin,1.1,,C32H30O9,558.583,plants of the family Boraginaceae,natural,quinone,Dimeric naphthoquinone,active,"10.1021/cr400552x; 
    10.1055/s-0031-1280092



",
C/C(C)=C\CC(O)c4cc(=O)c3c(O)c(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)cc(O)c3c4=O,isovaforhizin,0.7,,C32H30O9,558.583,plants of the family Boraginaceae,natural,quinone,Dimeric naphthoquinone,active,"10.1021/cr400552x; 
10.1055/s-0031-1280092


",
C/C(C)=C\CC(O)c4cc(=O)c3c(O)c(C(C/C=C(C)/C)c2cc(=O)c1c(O)ccc(O)c1c2=O)cc(O)c3c4=O,isovaforhizin,"1.1
",,C32H30O9,558.583,plants of the family Boraginaceae,natural,quinone,Dimeric naphthoquinone,active,"10.1021/cr400552x; 
10.1055/s-0031-1280092


",
Cc4c(c2c(C)c(=O)c1cccc(O)c1c2=O)c(=O)c3c(O)cccc3c4=O,"3,3' -biplumbugin",12,,C22H14O6,374.348,plants of the family Boraginaceae,natural,quinone,Dimeric naphthoquinone,active,"10.1021/cr400552x;
    10.1055/s-0031-1280092


",
Cc4c(c2c(C)c(=O)c1cccc(O)c1c2=O)c(=O)c3c(O)cccc3c4=O,"3,3' -biplumbugin",25.5,,C22H14O6,374.348,plants of the family Boraginaceae,natural,quinone,Dimeric naphthoquinone,active,"10.1021/cr400552x;
    10.1055/s-0031-1280092


",
CC(O)/C1=C/c3c(C1)c(=O)c2cccc(O)c2c3=O,,4,,C15H12O4,256.257,plants of the family Boraginaceae,natural,quinone,Furanonaphthoquinone,active,"10.1021/cr400552x;
    10.1055/s-0031-1280092


",
CC(O)/C1=C/c3c(C1)c(=O)c2c(O)cccc2c3=O,,4,,C15H12O4,256.257,plants of the family Boraginaceae,natural,quinone,Furanonaphthoquinone,active,"10.1021/cr400552x;10.1055/s-0031-1280092


",
[H][C@@]23C/C=C\1C[C@@H](O)CC[C@]1(C)C2CC[C@]4(C)C(C(C)CC[C@H](CC)C(=C)C)CCC34,Clerosterol,,,C29H48O,412.702,"the fruits of 
Cassia fistula",natural,,,active,"10.1021/cr400552x; 
    10.1002/ptr.2131

",
CCc1c(OC)oc(CCCCCCCCC(=O)OC)c(C)c1=O, Gamma-pyrone,,,C19H30O5,338.444,Podolepsis hieracioides,natural,,,active,"10.1021/cr400552x

",
CCc1c(CCCCCCCCC(=O)OC(C)=O)oc(OC)c(CC)c1=O      ,Gamma-pyrone,,,C21H32O6,380.481,Podolepsis hieracioides,natural,,,inactive,"10.1021/cr400552x

",
[H][C@@]23Cc1c(O)ccc(O)c1C[C@]2(C)CCC[C@@]3(C)O,cordiaquinol J,,1.4-7,C16H22O3,262.349,"Cordia fragrantissima
",natural,,,active,10.1021/cr400552x,
CC1=CCC[C@@]2([C@H]1CC3=C(C2)C(=O)C=CC3=O)C,cordiachrome A,,1.08,C16H18O2,242.318,"Cordia fragrantissima
",natural,,,active,10.1021/cr400552x,
CC1=CCC[C@@]2([C@H]1CC3=C(C2)C(=O)C=CC3=O)C,cordiachrome A,,4.1,C16H18O2,242.318,"Cordia fragrantissima
",natural,,,active,10.1021/cr400552x,
CC1=CCC[C@@]2([C@H]1CC3=C(C2)C(=O)C=CC3=O)C,cordiachrome A,,0.71,C16H18O2,242.318,"Cordia fragrantissima
",natural,,,active,10.1021/cr400552x,
C[C@@]12CCCC(=C)[C@@H]1CC3=C(C2)C(=O)C=CC3=O,"cordiachrome  B 
",,2.5,C16H18O2,242.318,Cordia fragrantissima,natural,,,active,10.1021/cr400552x,
CC(=C)[C@@H]1CC2=C(C[C@]1(C)C=C)C(C=CC2O)O,cordiaquinol C,,4.5,C16H22O2,246.35,Cordia fragrantissima,natural,,,active,10.1021/cr400552x,
C/C(=C\CC1=C(C=CC(=C1)O)O)/CC/C=C(\C)/C=O,alliodorin,7,,C16H20O3,260.333,Cordia fragrantissima,natural,,,active,10.1021/cr400552x,
[H][C@H]6C[C@@]2(O)C(=O)O[C@@]1(C)[C@@]([H])(CC)OC(=O)[C@]4([H])CO[C@@]3(O[C@@]12[C@]([H])(C3=O)[C@@H]4C)[C@]7([H])C[C@@H]([H])[C@@]5(O)C/C=C\C(=O)[C@]5(C)[C@@]67[H],"16,24-Cyclo-13,14-secoergosta-18,26 dioic Acid5,6:14:17,14:27Triepoxy13,20,22-trihydroxy-3a-meth-oxy-1,15-dioxo-g-lactoned-Lactone
",,19.4,C29H36O10,544.597,the whole plant of Physalis minima,natural,,,active,"10.1021/cr400552x;
    10.1002/cbdv.200590086

",
[H][C@H]6C[C@@]2(O)C(=O)O[C@@]1(C)[C@@]([H])(CC)OC(=O)[C@]4([H])CO[C@@]3(O[C@@]12[C@]([H])(C3=O)[C@@H]4C)[C@]7([H])C[C@@H](O)[C@@]5([CL])C/C=C\C(=O)[C@]5(C)[C@@]67[H],"16,24-Cyclo-13,14-secoergost-2-ene-18,26-dioic Acid14:17,14:27-Diepoxy5a,13,20,22-tetrahydroxy-1,15-dioxo-g-lactoned-Lactone
",,5,Invalid,,the whole plant of Physalis minima,natural,,,active,"10.1021/cr400552x;
    10.1002/cbdv.200590086

",
CC12CC3C4(C56C1C(=O)C(O5)(C7CC(C8(CC=CC(=O)C8(C7CCC6(C(=O)O4)O)C)Cl)O)OCC2C(=O)O3)C,Physalin H,,3.39,C28H31ClO10,562.999,the whole plant of Physalis minima,natural,,,active,"10.1021/cr400552x;
    10.1002/cbdv.200590086
",
C[C@@]12C[C@H]3[C@@]4([C@@]56[C@@H]1C(=O)[C@@](O5)([C@@H]7CC=C8C=CCC(=O)[C@@]8([C@@H]7CC[C@@]6(C(=O)O4)O)C)OC[C@@H]2C(=O)O3)C,Isophysalin B,,7.05,C28H30O9,510.539,the whole plant of Physalis minima,natural,,,active,"10.1021/cr400552x;
    10.1002/cbdv.200590086
",
C[C@]12CCC3C(C1CC[C@@]2([C@H]4C[C@@]5(C[C@H]4OC(=O)[C@]5(C)O)C)O)C[C@H]6[C@]7([C@@]3(C(=O)C=CC7)C)O6,acnistin A,,,C28H38O6,470.606,,natural,acnistin,,active,"10.1021/cr400552x

",
"CC(=O)O[C@H]1[C@H]2[C@@H]3CC[C@]([C@]3(CC[C@@H]2[C@]4(C(=O)C=CC[C@@]45[C@@H]1O5)C)C)([C@H]6C[C@@]7(C[C@H]6OC(=O)[C@]7(C)O)C)O
",acnistin C,,,C30H40O8,528.642,,natural,,acnistin,inactive,"10.1021/cr400552x

",
c1cc2ccc3cc4c(c5c3c2c(c1)cc5)[C@H]([C@@H]([C@@H]([C@H]4O)O)O)Nc6c7c(ncn6)n(cn7)[C@H]8C[C@@H]([C@H](O8)COP(=O)([O-])[O-])O,acnistin E,,,C28H38O7,631.538,,natural,,,inactive,"10.1021/cr400552x

",
[H][C@@]34C[C@H]1O[C@]12CCCC(=O)[C@]2(C)[C@@]3([H])CC[C@@]5(C)C4CC[C@@]5(O)[C@@]6(C)C[C@]7(C)C[C@@]6(C)OC(=O)[C@]7(C)O,acnistin G,,,C30H44O6,500.676,,natural,,,active,"10.1021/cr400552x

",
[H][C@]17CC(C)(O)[C@@](C)(C[C@@]1([H])[C@@]6(O)CC[C@@]5(O)C4C[C@H]2O[C@]23[C@@H](O)/C=C\C(=O)[C@]3(C)C4CC[C@@]56C)C(=O)O7,withajardin B,,,C28H38O8,502.604,,natural,,withajardin,active,"10.1021/cr400552x

",
C=CCCCCC/C=C\CC#CC#C[C@H](O)C=C,oxylipin (polyacetylene),,0.478,C17H22O,242.362,The crude extract of Tridax procumbens,natural,,,active,"10.1021/cr400552x

",
C[C@]12[C@@H]3CC[C@@H](O3)[C@@]1(C)C(=O)OC2=O,"cantharidin
",,1.2,C10H12O4,196.202,,natural,,,active,"10.1021/cr400552x

",
CC1=CC[C@H](CC1)[C@](C)(CCC=C(C)C)O,alpha-bisabolol,,"
",C15H26O,222.372,,natural,,,active,"10.1021/cr400552x

",
c1ccc(c(c1)C(=O)/C=C/C2=Cc3cc(ccc3OC2)Cl)F,,<= 30,,C18H12ClFO2,314.743,,synthetic,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,active,"10.1021/cr400552x
",
c1ccc(c(c1)C(=O)/C=C/C2=Cc3cc(ccc3OC2)Cl)Cl,,1.22,,C18H12Cl2O2,331.198,,synthetic,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,active,"10.1021/cr400552x
",
Clc1ccc(C(=O)\C=C\C2=Cc3cc(Cl)ccc3OC2)c(Cl)c1,,<= 30,,C18H11Cl3O2,365.643,,synthetic,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,active,"10.1021/cr400552x

",
COc1cc(cc(OC)c1OC)C(=O)\C=C\C1=Cc2cc(Cl)ccc2OC1,,<= 30,,"C21H19ClO5
",386.831,,synthetic,chalcone derivative,1-(6-chloro-2H-chromen-3-yl)propen-1-one,active,"10.1021/cr400552x

",
Clc1ccc2OCC(\C=C\C(=O)c3ccccc3Br)=Cc2c1,,1.33,,C18H12BrClO2,375.649,,synthetic,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,active,"10.1021/cr400552x
",
Cc1ccc(cc1)C(=O)\C=C\C1=Cc2cc(Cl)ccc2OC1,,<= 30,,C19H15ClO2,310.78,,synthetic,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,active,"10.1021/cr400552x
",
COc1cc(OC)cc(c1)C(=O)\C=C\C1=Cc2cc(Cl)ccc2OC1,,<= 30,,"C20H17ClO4
",356.805,,synthetic,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,active,"10.1021/cr400552x
",
COc1cccc(C(=O)\C=C\C2=Cc3cc(Cl)ccc3OC2)c1OC,,"<= 30
",,"C20H17ClO4
",356.805,,synthetic,chalcone derivative,3-(6-chloro-2H-chromen-3-yl)propen-1-one,active,"10.1021/cr400552x
",
[H]C1=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C([H])C(Cl)=C1,,< 10,,C18H17ClO4,332.783,,synthetic,trimethoxychalcone derivative,,active,"10.1021/cr400552x
",
[H]C1=CC([H])=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C1Cl,,2.7,,C18H17ClO4,332.783,,synthetic,trimethoxychalcone derivative,,active,"10.1021/cr400552x
",
[H]C1=CC([H])=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C(Cl)=C1[H],,3.94,,C18H17ClO4,332.783,,synthetic,trimethoxychalcone derivative,,active,"10.1021/cr400552x
",
[H]C1=CC([H])=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C(Cl)=C1[H],,216,,C18H17ClO4,332.783,,synthetic,trimethoxychalcone derivative,,active,"10.1021/cr400552x
",
[H]C1=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C([H])=C(Cl)C(Cl)=C1,,4.62,,C18H16Cl2O4,367.228,,synthetic,trimethoxychalcone derivative,,active,10.1021/cr400552x,
[H]C1=CC(Cl)=C(\C=C\C(=O)C2=C(OC)C=C(OC)C=C2OC)C(Cl)=C1[H],,< 10,,C18H16Cl2O4,367.228,,synthetic,trimethoxychalcone derivative,,active,10.1021/cr400552x,
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CSC=C3)=CC2=C1,,,0.58,C17H12ClNOS,299.782,,synthetic,heterocyclic chalcone,,active,"10.1021/cr400552x
",
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(C)C=CS3)=CC2=C1,,,0.75,C18H14ClNOS,313.809,,synthetic,heterocyclic chalcone,,active,"10.1021/cr400552x
",
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC(C)=CS3)=CC2=C1,,,0.27,C18H14ClNOS,313.809,,synthetic,heterocyclic chalcone,,active,"10.1021/cr400552x

",
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(C)S3)=CC2=C1,,,0.16-0.93,C18H14ClNOS,327.828,,synthetic,heterocyclic chalcone,,active,"10.1021/cr400552x

",
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(C)SC(C)=C3)=CC2=C1,,,0.16-0.93,C19H16ClNOS,341.854,,synthetic,heterocyclic chalcone,,active,"10.1021/cr400552x

",
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Cl)C=CS3)=CC2=C1,,,0.16-0.93,C17H11Cl2NOS,348.246,,synthetic,heterocyclic chalcone,,active,"10.1021/cr400552x

",
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(Cl)S3)=CC2=C1,,,0.23,C17H11Cl2NOS,348.246,,synthetic,heterocyclic chalcone,,active,"10.1021/cr400552x
",
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Cl)SC(Cl)=C3)=CC2=C1,,,0.16-0.93,C17H10Cl3NOS,382.691,,synthetic,heterocyclic chalcone,,active,"10.1021/cr400552x
",
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Br)C=CS3)=CC2=C1,,,0.16-0.93,C17H11BrClNOS,392.697,,synthetic,heterocyclic chalcone,,active,"10.1021/cr400552x
",
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(Br)S3)=CC2=C1,,,0.16-0.93,C17H11BrClNOS,392.697,,synthetic,heterocyclic chalcone,,active,"10.1021/cr400552x
",
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(I)S3)=CC2=C1,,,0.16-0.93,C17H11ClINOS,439.698,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=CN3)=CC2=C1,,,0.16-0.93,C17H13ClN2O,296.751,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(C)O3)=CC2=C1,,,0.37,C18H14ClNO2,311.762,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(C)SC(C)=C3)=CC2=C1,,,0.84,C19H16ClNO2,325.789,,synthetic,heterocyclic chalcone,,active,,
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC4=CC=CC=C4O3)=CC2=C1,,,0.16-0.93,C21H14ClNO2,347.794,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
[H]C1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=CC3=C(OCCO3)C=C1)=C2,,,0.16-0.93,C20H14ClNO3,351.789,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
[H]C1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=CC=C3C=CC=CC3=C1)=C2,,,0.16-0.93,C23H16ClNO,357.832,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
[H]C1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C4C=CC=CC4=CC=C3)=CC2=C1,,,0.16-0.93,C23H16ClNO,357.832,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
[H]C1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=C3C=CC=CC3=CC3=C1C=CC=C3)=C2,,,0.16-0.93,C27H18ClNO,407.891,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CSC=C3)=CC2=C1,,,0.59,C17H12ClNOS,313.809,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=C(SC=C1)C(=O)\C=C\C1=CC2=CC(C)=CC=C2N=C1Cl,,,0.16-0.93,C18H14ClNO2S,343.827,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CSC(=C1)C(=O)\C=C\C1=CC2=CC(C)=CC=C2N=C1Cl,,,0.16-0.93,C18H14ClNO2S,343.827,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC=C(S1)C(=O)\C=C\C1=CC2=CC(C)=CC=C2N=C1Cl,,,0.16-0.93,C18H14ClNO2S,343.827,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC(C(=O)\C=C\C2=CC3=CC(C)=CC=C3N=C2Cl)=C(C)S1,,,0.16-0.93,C19H16ClNO2S,357.854,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Cl)C=CS3)=CC2=C1,,,0.16-0.93,C17H11Cl2NO2S,364.246,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(Cl)S3)=CC2=C1,,,0.23,C17H11Cl2NO2S,364.246,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Cl)SC(Cl)=C3)=CC2=C1,,,0.16-0.93,C17H10Cl3NO2S,398.691,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C(Br)C=CS3)=CC2=C1,,,0.16-0.93,C17H11BrClNO2S,408.697,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(Br)S3)=CC2=C1,,,0.16-0.93,C17H11BrClNO2S,408.697,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=C(I)S3)=CC2=C1,,,0.16-0.93,C17H11ClINO2S,455.697,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC=CN3)=CC2=C1,,,0.16-0.93,C17H13ClN2O,296.757,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC=C(O1)C(=O)\C=C\C1=CC2=CC(C)=CC=C2N=C1Cl,,,0.16-0.93,C18H14ClNO3,327.762,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
"

CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=CC4=CC=CC=C4O3)=CC2=C1",,,0.16-0.93,C21H14ClNO3,363.794,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=CC3=C(OCCO3)C=C1)=C2,,,0.16-0.93,C21H16ClNO3,365.816,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC2=C(C=C1)N=C(Cl)C(\C=C\C(=O)C1=CC=C3C=CC=CC3=C1)=C2,,,0.16-0.93,C23H16ClNO2,373.832,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
CC1=CC=C2N=C(Cl)C(\C=C\C(=O)C3=C4C=CC=CC4=CC=C3)=CC2=C1,,,0.16-0.93,C23H16ClNO2,373.832,,synthetic,heterocyclic chalcone,,active,10.1021/cr400552x,
