,ID_compound,SMILES,Common name,Biological Activity,Pathogen,Category,IC50 (µM),IC50(µg/ml),% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Reference,PUBCHEM_CID
1395,1396,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2[C@@H](C)[C@@H](O)[C@@H](OC(=O)C=CC3=CC=C(OC)C=C3)C12,arbortristoside A,Active,Leishmania,Enzymo,,,,,566.56,Nyctanthes arbortristis,C27H34O13,"10.1016/j.jep.2011.01.044  ; 
   10.1016/j.bmc.2013.11.048 ",0
1396,1397,COC(=O)C1=CO[C@@H](OC2OC(CO)C(O)C(O)C2O)C2[C@@H](C)[C@@H](O)[C@@H](O)C12,6 beta-hydroxyloganin,Active,Leishmania,Enzymo,,,,,406.38,Nyctanthes arbortristis,"C17H26O11
","10.1016/j.jep.2011.01.044  ; 
   10.1016/j.bmc.2013.11.048 ",0
1397,1398,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,miltefosine,Inactive,Leishmania,,,,,,407.57,,C21H46NO4P,https://doi.org/10.1093/jac/dks275,0
1398,1399,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,Amphotericin B,Inactive,Leishmania,,,,,,924.08,,C47H73NO17,10.1517/14728214.2012.748036,0
1399,1400,C([C@H]([C@@H]1[C@H]2[C@@H](O[Sb](O2)(O1)(O)O[Sb]34(O[C@@H]([C@H](O3)[C@@H](CO)O)[C@@H](O4)C(=O)[O-])[O-])C(=O)[O-])O)O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].[Na+],Sodium Stibogluconate,Inactive,Leishmania,,,,,,907.88,,C12H35Na3O26Sb2,,0
1400,1401,c1cc(ccc1C(=N)N)OCCCCCOc2ccc(cc2)C(=N)N,"pentamidine

",Inactive,Leishmania,,,,,,340.42,,C19H24N4O2,,0
1401,1402,[H][C@@]27CO[C@]14O[C@@]3([C@]([H])(C1=O)[C@@H]2C)[C@@](C)(OC(=O)[C@]3(O)C[C@H](O)[C@@]5([H])[C@@]4([H])C[C@@H](O)[C@@]6(O)C/C=C\C(=O)[C@]56C)[C@@]([H])(CC)OC7=O,,Active,Leishmania,Extracellular,,,,,576.59,,C29H36O12,,0
1402,1403,COc5ccc(C(=O)Nc4ccc3cc2ccc(NC(=O)c1ccc(OC)cc1)cc2nc3c4)cc5,,Active,Leishmania,Intracellular,,,,,477.52,,C29H23N3O4,,0
1403,1404,[O-][N+](=O)c1ccc(O[C@H]2CCCC[C@@H]2Cn2ccnc2)c(c1)C(F)(F)F,,Active,Leishmania,Intracellular,,,,,369.34,,C17H18F3N3O3,,0
1404,1405,Cc4nc(c1ccccn1)nc(C3CCC(c2ccccc2)N3)c4Cl,,Active,Leishmania,Extracellular,,,,,350.85,,C20H19ClN4,,0
1405,1406,COc3ccc(Nc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2)cc3,,Active,Leishmania,Extracellular,,,,,364.49,,C22H28N4O,,0
1406,1407,C/C1=C/CCC(C)(C)C1/C=C/c3cc(Nc2ccc(Cl)cc2)nc(N)n3,,Active,Leishmania,Extracellular,,,,,368.91,,C21H25ClN4 ,,0
1407,1408,C/C1=C/CCC(C)(C)C1/C=C/c3cc(N2CCNCC2)nc(N)n3,,Active,Leishmania,Extracellular,,,,,327.47,,C19H29N5 ,,0
1408,1409,C/C1=C/CCC(C)(C)C1/C=C/c3cc(N2CCCCC2)nc(N)n3,,Active,Leishmania,Extracellular,,,,,326.48,,C20H30N4,,0
1409,1410,C/C1=C/CCC(C)(C)C1/C=C/c3cc(N2CCOCC2)nc(N)n3,,Active,Leishmania,Extracellular,,,,,328.46,,C19H28N4O ,,0
1410,1411,C/C1=C/CCC(C)(C)C1/C=C/c4cc(N3CCN(c2ccccc2)CC3)nc(N)n4,,Active,Leishmania,Extracellular,,,,,403.57,,C25H33N5 ,,0
1411,1412,COc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2,,Active,Leishmania,Extracellular,,,,,273.37,,C16H23N3O ,,0
1412,1413,CCOc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2,,Active,Leishmania,Extracellular,,,,,287.41,,C17H25N3O,,0
1413,1414,CCCCOc2cc(/C=C/C1/C(C)=C\CCC1(C)C)nc(N)n2,,Active,Leishmania,Extracellular,,,,,315.46,,C19H29N3O,,0
1414,1415,C/C1=C/CCC(C)(C)C1/C=C/c3cc(Nc2ccccc2)nc(N)n3,,Active,Leishmania,Extracellular,,,,,334.46,,C21H26N4 ,,0
1415,1416,"CCCCCCCCCCCCCCCCCCOC(COCc1ccccc1)COP([O-])(=O)OCC[N+](C)(C)C
",,Active,Leishmania,,,,,,599.83,,C33H62NO6P,,0
1416,1417,CCCCCCCCCCCCCCCCCCOC(COCn1cnc2ccccc12)COP([O-])(=O)OCC[N+](C)(C)C ,,Active,Leishmania,,,,,,639.85,,C35H62N3O6P,,0
1417,1418,"CCCCCCCCCCCCCCCCCCOC(COCc1c(C)noc1C)COP([O-])(=O)OCC[N+](C)(C)C
",,Active,Leishmania,,,,,,618.83,,C32H63N2O7P,,0
1418,1419,"C[N+](C)(C)CCOP([O-])(=O)OCCOC1CCC(CC1)=CCCCCCCCCCC=C
",,Active,Leishmania,,,,,,473.63,,C25H48NO5P,,0
1419,1420,CCCCCCCCCCC/C=C\2CCC(OCCOP(=O)(OCCC[N+]1(C)CCCCC1)[o-])CC2,,Active,Leishmania,Extracellular,,,,,529.74,,C29H56NO5P,,0
1420,1421,"CCCCCCCCCCCCCC=C1CCC(CC1)OCCOP([O-])(=O)OCC[N+](C)(C)C
",,Active,Leishmania,,,,,,503.7,,C27H54NO5P,,0
1421,1422,CCCCCCCCCCCCCC=C1CCC(CC1)OCCOP([O-])(=O)OCCC[N+]1(C)CCCCC1,,Active,Leishmania,,,,,,557.79,,C31H60NO5P,,0
1422,1423,CCCCCCCCCCCCCC=C1CCC(CC1)OCCOP([O-])(=O)OCCC[N+]1(C)CCOCC1,,Active,Leishmania,,,,,,559.76,,C30H58NO6P,,0
1423,1424,"CCCCCCCCCCCCCCCC=C1CCC(CC1)OCCOP([O-])(=O)OCCC[N+]1(C)CCCCC1
",,Active,Leishmania,,,,,,585.85,,C33H64NO5P,,0
1424,1425,CCCCCCCCCCCCCCCC=C1CCC(CC1)OCCOP([O-])(=O)OCCC[N+]1(C)CCOCC1,,Active,Leishmania,,,,,,587.82,,C32H62NO6P,,0
1425,1426,C[N+](C)(C)CCOP([O-])(=O)OCCCCCCCCCCC=C1CCCCC1,,Active,Leishmania,,,,,,417.57,,C22H44NO4P,,0
1426,1427,C[N+](C)(C)CCOP([O-])(=O)OCCCC=C1C2CC3CC(C2)CC1C3,,Active,Leishmania,,,,,,371.45,,C19H34NO4P,,0
1427,1428,C[N+](C)(C)CCOP([O-])(=O)OCCCCCCCCCC=C1C2CC3CC(C2)CC1C3,,Active,Leishmania,,,,,,455.62,,C25H46NO4P,,0
1428,1429,"C[N+]1(CCCOP([O-])(=O)OCCCCCCCCCC=C2C3CC4CC(C3)CC2C4)CCCCC1
",,Active,Leishmania,,,,,,509.71,,C29H52NO4P,,0
1429,1430,[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4ccccc45,,Active,Leishmania,Intracellular,,,,,306.31,,C19H14O4,,0
1430,1431,[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4cc(OC)ccc45,,Active,Leishmania,Intracellular,,,,,336.34,,C20H16O5,,0
1431,1432,[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4ccc(C(=O)OC)cc45,,Active,Leishmania,Intracellular,,,,,364.35,,C21H16O6,,0
1432,1433,O[NH+]([O-])c1cc(ccc1CO[C@H]1CCc2ccccc2[C@@H]1n1ccnc1)C(F)(F)F,,Active,Leishmania,,,,,,419.4,,C21H20F3N3O3,,0
1433,1434,Clc4ccc(Cl)c(CCO[C@H]2CCc1ccccc1[C@@H]2n3ccnc3)c4,,Active,Leishmania,Axenic,,,,,387.31,,C21H20Cl2N2O,,0
1434,1435,CCN5CCN(c4nc(Nc2nc(SC)cc(c1cc(C)c(OC)c(OC)c1)n2)nc(N3CCN(CC)CC3)n4)CC5,,Active,Leishmania,Intracellular,,,,,594.79,,C29H54N10O2S,,0
1435,1436,CCN(CC)CCNc3nc(NCCN(CC)CC)nc(Nc2nc(SC)cc(c1cc(C)c(OC)c(OC)c1)n2)n3,,Active,Leishmania,Intracellular,,,,,598.82,,C29H46N10O2S,,0
1436,1437,COc5ccc(c4cc(SC)nc(Nc3nc(N1CCN(C)CC1)nc(N2CCN(C)CC2)n3)n4)cc5OC,,Active,Leishmania,Intracellular,,,,,552.7,,C26H36N10O2S,,0
1437,1438,COc3ccc(c2cc(SC)nc(Nc1nc(CCN)nc(CCN)n1)n2)cc3OC,,Active,Leishmania,Intracellular,,,,,442.54,,C20H26N8O2S,,0
1438,1439,COc5ccc(c4cc(SC)nc(Nc3nc(N1CCOCC1)nc(N2CCOCC2)n3)n4)cc5OC,,Active,Leishmania,Intracellular,,,,,526.62,,C24H30N8O4S,,0
1439,1440,OC1=C(NC2=C(C=C(C=C2[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O)C=CC=C1,,Active,Leishmania,Intracellular,,,,,343.21,,C13H8F3N3O5,,0
1440,1441,CC(C)NC1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,,Active,Leishmania,Intracellular,,,,,293.2,,C10H10F3N3O4,,0
1441,1442,[O-][N+](=O)C1=CC(=CC(=C1N1CCOCC1)[N+]([O-])=O)C(F)(F)F,,Active,Leishmania,Intracellular,,,,,321.21,,C11H10F3N3O5,,0
1442,1443,CCCCCCCCCC[C@H](O)[C@H]3CC[C@H]([C@H]2CCC([C@H](O)CCCCCCCCCC[C@H](O)CC1=C[C@H](C)OC1=O)O2)O3,,Active,Leishmania,Extracellular,,,,,622.92,,C37H66O7,,0
1443,1444,COc4cc3C[C@H](C)[N+](Cc2ccc1cc(C)cc(OC)c1c2O)=C(C)c3c(OC)c4,,Active,Leishmania,,,,,,420.52,,C26H30NO4+,,0
1444,1445,CC1=NNC2=CC=CC3=C(C=CC1=C32)OC,,Active,Leishmania,Extracellular,,,97.7853,1 µM,212.25,,C13H12N2O,AID_1258,644992
1445,1446,CC1=NN=C(C2=CC=CC=C12)NC3=CC=CC=N3,,Active,Leishmania,Extracellular,,,89.7231,1 µM,236.28,,C14H12N4,AID_1258,645317
1446,1447,COC1=C(C=C(C=C1)C(=O)C(CN2CCOCC2)C3=CC=CC=C3)F.Cl,,Active,Leishmania,Extracellular,,,85.6822,1 µM,379.86,,C20H23ClFNO3,AID_1258,3066411
1447,1448,CC1=CC(=C2C(=C1)C3=CC(=NN3C(N2)C4=CC5=C(C=C4)OCO5)C)C,,Active,Leishmania,Extracellular,,,76.3973,1 µM,333.39,,C20H19N3O2,AID_1258,648825
1448,1449,CC1=CC2=C(C=C1)NC(N3C2=CC(=N3)C)C4=CC5=C(C=C4)OCO5,,Active,Leishmania,Extracellular,,,94.8003,1 µM,319.36,,C19H17N3O2,AID_1258,652264
1449,1450,CN(C)CCOC1=CC=CC=C1CC2=CC=CC=C2.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,Active,Leishmania,Extracellular,,,88.9302,1 µM,447.48,,C23H29NO8,AID_1258,298107
1450,1451,C[C@]12CC[C@H]([C@@]([C@@H]1CC[C@@H]3[C@@]24CC[C@@]([C@H](C3)C4)(CO)O)(C)CO)O,,Active,Leishmania,Extracellular,,,95.0597,1 µM,338.49,,C20H34O4,AID_1258,457964
1451,1452,C1CCC2(CC1)N=C3C=C(C=CC3=[N+]2[O-])NC4=CC=CC=C4,,Active,Leishmania,Extracellular,,,66.089,1 µM,293.37,,C18H19N3O,AID_1258,657546
1452,1453,C1CC2=C(C1)N(C3=C(C2=N)CCC3)CC4=CC=CC=C4.Cl,,Active,Leishmania,Extracellular,,,94.4153,1 µM,300.83,,C18H21ClN2,AID_1258,6603247
1453,1454,COC1=CC(=CC(=C1OC)OC)C2=C(C(=NC(=C2C#N)SCC3=CC=NC=C3)N)C#N,,Active,Leishmania,Extracellular,,,61.4742,1 µM,433.49,,C22H19N5O3S,AID_1258,660130
1454,1455,C1CN2CCC1C(=O)C2CC3=CC=C(C=C3)OCCOC4=CC=CC=C4.Cl,,Active,Leishmania,Extracellular,,,96.6329,1 µM,387.91,,C22H26ClNO3,AID_1258,6603672
1455,1456,C1=CC=C(C=C1)C2=NNC(=C2)C3=NN=C4N3N=C(S4)C5=CC=CC=N5,,Active,Leishmania,Extracellular,,,50.6025,1 µM,345.39,,C17H11N7S,AID_1258,665709
1456,1457,COC(=O)C1=CC=C(C=C1)C2=CC=C(O2)CNCC(C3=CC=CC=C3)O.Cl,,Active,Leishmania,Extracellular,,,55.3436,1 µM,387.86,,C21H22ClNO4,AID_1258,6602747
1457,1458,CSC1=CC=C(C=C1)CNC2CN3CCC2CC3.Cl,,Active,Leishmania,Extracellular,,,65.5382,1 µM,298.88,,C15H23ClN2S,AID_1258,6602722
1458,1459,C1CN2C(CN1C3=CC=CC=C3)C4(CC5=CC=CC=C52)C(=O)C6=CC=CC=C6C4=O,,Active,Leishmania,Extracellular,,,67.1122,1 µM,394.47,,C26H22N2O2,AID_1258,667179
1459,1460,CCCC1=NNC2=C1/C(=N/O)/CC(C2)C3=CC=CC=C3,,Active,Leishmania,Extracellular,,,59.0706,1 µM,269.35,,C16H19N3O,AID_1258,135415380
1460,1461,CC1=NOC2=C1C(C3=C(N2)CCCC3=O)C4=CC=C(C=C4)OCC5=CC=C(C=C5)C(=O)OC,,Active,Leishmania,Extracellular,,,54.7542,1 µM,444.49,,C26H24N2O5,AID_1258,2999424
1461,1462,COC1=CC=C(C=C1)C2=NCC(S2)CSC3=NN=C(O3)C4=CC5=C(C=C4)OCO5,,Active,Leishmania,Extracellular,,,91.0443,1 µM,427.51,,C20H17N3O4S2,AID_1258,2999476
1462,1463,C1=CC=C2C(=C1)C(=NS2)N,,Active,Leishmania,Extracellular,,,95.0848,1 µM,150.21,,C7H6N2S,AID_1258,89966
1463,1464,CC1=C(N=C(O1)C2=CC=C(C=C2)OC)CN3C(=CC4=C3SC=C4)C(=O)OC,,Active,Leishmania,Extracellular,,,93.4993,1 µM,382.44,,C20H18N2O4S,AID_1258,3236501
1464,1465,COC(=O)CNC1=NC(=NC2=CC=CC=C21)C3=CC=CC=C3F,,Active,Leishmania,Extracellular,,,55.9641,1 µM,311.32,,C17H14FN3O2,AID_1258,3237155
1465,1466,CN1C2=CC=CC=C2C3=C(C1=O)N=C(O3)C4=CC=CC=C4,,Active,Leishmania,Extracellular,,,72.2645,1 µM,276.3,,C17H12N2O2,AID_1258,2786572
1466,1467,C1CN(CCN1C2=CC=C(C=C2)F)C(CNC(=O)OC3=CC=CC=C3)C4=CN=CC=C4,,Active,Leishmania,Extracellular,,,78.4855,1 µM,420.49,,C24H25FN4O2,AID_1258,3242548
1467,1468,CC1=C(C=C(C=C1)NC(=O)N2CCCN(C2)CC3=CC=C(C=C3)F)C,,Active,Leishmania,Extracellular,,,52.8991,1 µM,341.43,,C20H24FN3O,AID_1258,3242591
1468,1469,CC(C)CCN(C)C1CCN(CC1)S(=O)(=O)C2=CC=CC(=C2)C(F)(F)F.Cl,,Active,Leishmania,Extracellular,,,80.0588,1 µM,428.95,,C18H28ClF3N2O2S,AID_1258,6602880
1469,1470,COC1=C(C=CC(=C1)CC=C)OCCCCCN2CCOCC2.C(=O)(C(=O)O)O,,Active,Leishmania,Extracellular,,,58.3201,1 µM,409.48,,C21H31NO7,AID_1258,3244531
1470,1471,CCCCS(=O)(=O)/C=C\C=C/S(=O)(=O)CCCC,,Active,Leishmania,Extracellular,,,94.351,1 µM,294.44,,C12H22O4S2,AID_1258,5286934
1471,1472,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C3=CC=CC=C32)O,,Active,Leishmania,Extracellular,,,96.6925,1 µM,329.38,,C17H15NO4S,AID_1258,871185
1472,1473,C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)CCC(=O)O,,Active,Leishmania,Extracellular,,,94.4283,1 µM,290.36,,C16H22N2O3,AID_1258,776847
1473,1474,CC1=CC(=CC=C1)OCCN2C3=CC=CC=C3N=C2NC(=O)C4=CC=CO4,,Active,Leishmania,Extracellular,,,87.1951,1 µM,361.4,,C21H19N3O3,AID_1258,1292700
1474,1475,CC1=C(C(=O)C2=C(N1)C(=CC=C2)Cl)CN3CCCC3,,Active,Leishmania,Extracellular,,,92.7805,1 µM,276.77,,C15H17ClN2O,AID_1258,728862
1475,1476,CC1=CC(=C(C=C1)OCCCCN2C=CN=C2)Cl,,Active,Leishmania,Extracellular,,,73.8281,1 µM,264.76,,C14H17ClN2O,AID_1258,2851545
1476,1477,C1CCC(CC1)N2C(=O)C3C(N(OC3C2=O)C4=CC=C(C=C4)Br)C5=CN=CC=C5,,Active,Leishmania,Extracellular,,,72.2587,1 µM,456.34,,C22H22BrN3O3,AID_1258,2946668
1477,1478,CC1=C(C2(CCCCC2)OC1=O)C(=O)NC3=NNC(=C3)C4=CC(=CC=C4)F,,Active,Leishmania,Extracellular,,,88.7922,1 µM,369.4,,C20H20FN3O3,AID_1258,5309827
1478,1479,CCCOC(=O)CSC1=C(C(CC(=O)N1)C2=CC=CC=C2Cl)C#N,,Active,Leishmania,Extracellular,,,92.8199,1 µM,364.85,,C17H17ClN2O3S,AID_1258,2855568
1479,1480,CC1=C(C(=O)C2=C(N1)C(=CC=C2)OC)C/C=C(/C)\Cl,,Active,Leishmania,Extracellular,,,99.3453,1 µM,277.75,,C15H16ClNO2,AID_1258,760847
1480,1481,CC1=CC(=NC(=C1)/N=C/2\C(=NSS2)Cl)C,,Active,Leishmania,Extracellular,,,93.5824,1 µM,257.77,,C9H8ClN3S2,AID_1258,9568781
1481,1482,C1C(ON=C1Cl)C(C(=O)O)N,,Active,Leishmania,Extracellular,,,93.5308,1 µM,178.58,,C5H7ClN2O3,AID_1258,2007
1482,1483,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,,Active,Leishmania,Extracellular,,,87.5821,1 µM,344.84,,C22H17ClN2,AID_1258,2812
1483,1484,C[C@@]12[C@H]([C@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,,Active,Leishmania,Extracellular,,,100.552,1 µM,466.54,,C28H26N4O3,AID_1258,5311103
1484,1485,CN(C)C(=S)SSC(=S)N(C)C,,Active,Leishmania,Extracellular,,,99.4332,1 µM,240.44,,C6H12N2S4,AID_1258,5455
1485,1486,CCN(CC)C(=S)SSC(=S)N(CC)CC,,Active,Leishmania,Extracellular,,,98.0356,1 µM,296.55,,C10H20N2S4,AID_1258,3117
1486,1487,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O,,Active,Leishmania,Extracellular,,,100.36,1 µM,466.56,,C21H30N4O6S,AID_1258,359323
1487,1488,C1CCN(CC1)CCCC2C3=CC=CC=C3SC4=CC=CC=C4O2.C(=C\C(=O)O)\C(=O)O,,Active,Leishmania,Extracellular,,,94.765,1 µM,455.58,,C25H29NO5S,AID_1258,9549148
1488,1489,C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)C(=O)N.O,,Active,Leishmania,Extracellular,,,97.2588,1 µM,327.3,,C12H17N5O6,AID_1258,9549170
1489,1490,C1=CC=C2C(=C1)N=C(S2)SCCS(=O)(=O)C3=NC4=CC=CC=C4S3,,Active,Leishmania,Extracellular,,,53.815,1 µM,392.55,,C16H12N2O2S4,AID_1258,2194030
1490,1491,CN1C2=NC(=O)N(C(=O)C2=NC(=N1)C3=CC=C(C=C3)Cl)C,,Active,Leishmania,Extracellular,,,80.5536,1 µM,303.71,,C13H10ClN5O2,AID_1258,460749
1491,1492,CC\1(C2=CC=CC=C2N(/C1=C\C=C\C3=[N+](C4=C(C3(C)C)C5=CC=CC=C5C=C4)C)C)C.[O-]Cl(=O)(=O)=O,,Active,Leishmania,Extracellular,,,100.581,1 µM,507.03,,C29H31ClN2O4,AID_1258,9549472
1492,1493,COC1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2C4=CC=C(C=C4)OC,,Active,Leishmania,Extracellular,,,63.4726,1 µM,344.41,,C22H20N2O2,AID_1258,746182
1493,1494,C1=CC(=CC=C1NNC(=S)NC2=CC=C(C=C2)F)[N+](=O)[O-],,Active,Leishmania,Extracellular,,,79.096,1 µM,306.32,,C13H11FN4O2S,AID_1258,3127155
1494,1495,C1=CC(=C(C=C1Cl)Cl)OC2=CC(=CC(=C2)[N+](=O)[O-])NC(=O)CN3C=C(N=C3)[N+](=O)[O-],,Active,Leishmania,Extracellular,,,62.0994,1 µM,452.21,,C17H11Cl2N5O6,AID_1258,3103704
1495,1496,CC1(CC2=CC=CC=C2C3=NN=C(N31)C4=NC5=CC=CC=C5C=C4)C,,Active,Leishmania,Extracellular,,,56.5727,1 µM,326.4,,C21H18N4,AID_1258,765724
1496,1497,CC1=NN(C2=NC(=O)N(C(=O)C2=N1)C)C,,Active,Leishmania,Extracellular,,,101.178,1 µM,207.19,,C8H9N5O2,AID_1258,460747
1497,1498,COC(=O)[C@@H]1[C@H](N(N(C12C3=CC=CC=C3C4=CC=CC=C24)C5=CC=C(C=C5)Cl)C#N)C(=O)OC,,Active,Leishmania,Extracellular,,,57.1301,1 µM,473.92,,C26H20ClN3O4,AID_1258,9499902
1498,1499,COC(=O)C1CN(N(C12C3=CC=CC=C3C4=CC=CC=C24)C5=CC=C(C=C5)Cl)C#N,,Active,Leishmania,Extracellular,,,100.873,1 µM,415.88,,C24H18ClN3O2,AID_1258,3609942
1499,1500,CCOC(=O)C1=C(N(C2=C1C3=C(C=CC(=C3)Br)C(=O)C2=O)C)C,,Active,Leishmania,Extracellular,,,97.8942,1 µM,376.21,,C17H14BrNO4,AID_1258,1736381
1500,1501,CN(C)C1=C(N=NC(=N1)C2=CC=CC=N2)C3=CC=CC=C3,,Active,Leishmania,Extracellular,,,73.7542,1 µM,277.33,,C16H15N5,AID_1258,6404645
1501,1502,C1=CC(=CC(=C1)Cl)C(C#N)C2=NC3=C(C=C2)C(=CC(=N3)C(F)(F)F)C(F)(F)F,,Active,Leishmania,Extracellular,,,59.505,1 µM,415.72,,C18H8ClF6N3,AID_1258,3803930
1502,1503,C1=CC(=CC=C1C(C#N)C2=NC3=C(C=C2)C(=CC(=N3)C(F)(F)F)C(F)(F)F)Cl,,Active,Leishmania,Extracellular,,,56.092,1 µM,415.72,,C18H8ClF6N3,AID_1258,3564202
1503,1504,C1=CC=C2C(=C1)N=CC(=N2)C3=CC(=CC=C3)NC(=O)CCl,,Active,Leishmania,Extracellular,,,77.2649,1 µM,297.74,,C16H12ClN3O,AID_1258,1485433
1504,1505,C1=CC=C(C=C1)/C=C/C(=O)CC(C2=CC=CC=C2)(C(F)(F)F)O,,Active,Leishmania,Extracellular,,,76.1466,1 µM,320.31,,C18H15F3O2,AID_1258,5290861
1505,1506,CCN(CC)C1=CC=C(C=C1)NC(=O)CN2CCN(CC2)S(=O)(=O)C3=C(C=CC(=C3)Cl)OC,,Active,Leishmania,Extracellular,,,65.6651,1 µM,495.04,,C23H31ClN4O4S,AID_1258,9550215
1506,1507,CCOC(=O)C1=C(N(N=N1)C2=NON=C2N3C=CC=C3)CCl,,Active,Leishmania,Extracellular,,,57.3589,1 µM,322.71,,C12H11ClN6O3,AID_1258,709544
1507,1508,CC1=CC=CC=C1N2C3=C(C=N2)C(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],,Active,Leishmania,Extracellular,,,98.4667,1 µM,298.26,,C14H10N4O4,AID_1258,3932660
1508,1509,CC1(C2=C(C=CC(=C2)C(=O)OC)[N+](=C1/C=C/C3=C(C(=C(C=C3)OC)OC)OC)C)C.[I-],,Active,Leishmania,Extracellular,,,101.247,1 µM,537.39,,C24H28INO5,AID_1258,9550329
1509,1510,C1=CC=C2C(=C1)C=C3C(=N2)C=CC=C3N,,Active,Leishmania,Extracellular,,,79.1841,1 µM,194.24,,C13H10N2,AID_1258,11352
1510,1511,CC(C)(C)C1CCC2(CC1)NC3=CC=CC4=C3C(=CC=C4)N2,,Active,Leishmania,Extracellular,,,63.7344,1 µM,294.44,,C20H26N2,AID_1258,1917638
1511,1512,C1=CC=C2C=C(C=CC2=C1)OC3=C(C=C(C(=C3)C#N)C#N)N4C5=CC=CC=C5N=N4,,Active,Leishmania,Extracellular,,,95.672,1 µM,387.4,,C24H13N5O,AID_1258,1519540
1512,1513,C1=CC=C(C=C1)C(=O)C2=COC3=C2C(=O)C(=O)C4=CC=CC=C43,,Active,Leishmania,Extracellular,,,61.1812,1 µM,302.29,,C19H10O4,AID_1258,1895639
1513,1514,CC1=CC2=C(C=C1)N3CCN(C4C3=C(C2=O)CC4)C(=O)CCl,,Active,Leishmania,Extracellular,,,57.4364,1 µM,316.79,,C17H17ClN2O2,AID_1258,3557499
1514,1515,CC1=NN(C(=C1C2=CC=C(C=C2)Cl)N)C3=NC4=CC=CC=C4N3,,Active,Leishmania,Extracellular,,,74.1178,1 µM,323.79,,C17H14ClN5,AID_1258,718013
1515,1516,C1CN(CCC1NC(=O)COC2=CC=CC=C2F)CC3=CC=CC=C3.Cl,,Active,Leishmania,Extracellular,,,71.586,1 µM,378.88,,C20H24ClFN2O2,AID_1258,11834429
1516,1517,CC1=CC=CC=C1NC2=C/C(=N\S(=O)(=O)C3=CC=CS3)/C4=CC=CC=C4C2=O,,Active,Leishmania,Extracellular,,,96.946,1 µM,408.5,,C21H16N2O3S2,AID_1258,11834470
1517,1518,COCCCN1CCN(CC1)C2=NN=C3N2C4=C(C=C(S4)Br)C(=NC3)C5=CC=CC=C5Cl.CS(=O)(=O)O,,Active,Leishmania,Extracellular,,,79.4228,1 µM,632.01,,C23H28BrClN6O4S2,AID_1258,11948854
1518,1519,CCOCCN1CCN(CC1)C2=NN=C3N2C4=C(C=C(C=C4)Cl)C(=NC3)C5=CC=CC=C5Cl.C(=O)O,,Active,Leishmania,Extracellular,,,51.2629,1 µM,531.44,,C25H28Cl2N6O3,AID_1258,11948871
1519,1520,C1C2CC3CC1CC(C2)(C3)C4=NN=C(O4)C5=CC(=CC(=C5)[N+](=O)[O-])[N+](=O)[O-],,Active,Leishmania,Extracellular,,,96.2848,1 µM,370.36,,C18H18N4O5,AID_1258,380438
1520,1521,C1=CC2=C(C=C1Cl)N=C(C(=O)N2CCNC3=C(C=C(C=N3)C(F)(F)F)Cl)Cl,,Active,Leishmania,Extracellular,,,100.863,1 µM,437.64,,C16H10Cl3F3N4O,AID_1258,1471937
1521,1522,CCCCCCCCC[N+]1=CC=CC2=C1C=CC3=CC=CC=C32.[Br-],,Active,Leishmania,Extracellular,,,100.613,1 µM,386.38,,C22H28BrN,AID_1258,11957314
1522,1523,C1=CC=C2C=C(C=CC2=C1)N3C(=NN=N3)C4=CNC5=C4C=C(C=C5)Cl,,Active,Leishmania,Extracellular,,,85.8604,1 µM,345.79,,C19H12ClN5,AID_1258,735869
