ID_compound,SMILES,Common_name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50_viral,% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Family,Sub_family,Nature,Reference,ID_ref,PUBCHEM_CID
748,CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(F)cc3,"Dihydropyrido[2,3-d]pyrimidine",Active,Leishmania,Extracellular,,,,,,,,97,,343.358,,C18H18FN3O3,pyrimidine,,synthetic,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",707,
749,CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(F)cc3,"Dihydropyrido[2,3-d]pyrimidine",Active,Leishmania,Intracellular,,,,,,,,89,,343.358,,C18H18FN3O3,pyrimidine,,synthetic,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",707,
750,CC(=O)/C2=C(C)/Nc1c(c(=O)n(C)c(=O)n1C)C2c3ccc(Cl)cc3,"Dihydropyrido[2,3-d]pyrimidine",Active,Leishmania,Intracellular,,,,,,,,,,359.813,,C18H18ClN3O3,pyrimidine,,synthetic,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",708,
751,CC(=O)C1=C(C)Nc2c(C1c1ccc(cc1)[N+]([O-])=O)c(=O)n(C)c(=O)n2C,"Dihydropyrido[2,3-d]pyrimidine",Active,Leishmania,Extracellular,,,,,,,,100,50 µg/ml,370.365,,C18H18N4O5,pyrimidine,,synthetic,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",709,
752,CC(=O)C1=C(C)Nc2c(C1c1ccc(cc1)[N+]([O-])=O)c(=O)n(C)c(=O)n2C,"Dihydropyrido[2,3-d]pyrimidine",Active,Leishmania,Intracellular,,,,,,,,89,50 µg/ml,370.365,,C18H18N4O5,pyrimidine,,synthetic,"10.1021/cr400552x;
    10.1016/j.bmc.2005.07.043",709,
753,C[N+]1(CCCOP([O-])(=O)OCCCCCCCCCC=C2C3CC4CC(C3)CC2C4)CCOCC1 ,phospholipid analogue,Active,Leishmania,Extracellular,6.64,,,,,,,,,511.684000000001,,C28H50NO5P,phospholipid,,synthetic,"10.1021/cr400552x;    10.1021/jm020972c

",751,
754,CCCCCCCCCCCCC1CCC(CC1)OCCOP([O-])(=O)OCC[N+](C)(C)C,phospholipid analogue,Active,Leishmania,Extracellular,9.49,,,,,,,,,477.667,,C25H52NO5P,phospholipid,,synthetic,"10.1021/cr400552x;    10.1021/jm020972c

",752,
755,CCCCCCCCCCCCC1CCC(CC1)OCCOP([O-])(=O)OCC[N+](C)(C)C,phospholipid analogue,Active,Leishmania,Extracellular,5.65,,,,,,,,,477.667,,C25H52NO5P,phospholipid,,synthetic,"10.1021/cr400552x;    10.1021/jm020972c

",752,
756,CCCCCCCCCCCCCCC1CCC(CC1)OCCOP([O-])(=O)OCC[N+](C)(C)C,phospholipid analogue,Active,Leishmania,Extracellular,23.65,,,,,,,,,505.721,,C27H56NO5P,phospholipid,,synthetic,"10.1021/cr400552x;    10.1021/jm020972c

",753,
757,CCCCCCCCCCCCCCC1CCC(CC1)OCCOP([O-])(=O)OCC[N+](C)(C)C,phospholipid analogue,Active,Leishmania,Extracellular,23.3,,,,,,,,,505.721,,C27H56NO5P,phospholipid,,synthetic,"10.1021/cr400552x;    10.1021/jm020972c

",753,
758,CCCCCCCCCCCCC1CCC(CC1)OP([O-])(=O)OCC[N+](C)(C)C,phospholipid analogue,Active,Leishmania,Extracellular,10.3,,,,,,,,,433.614,,C23H48NO4P,phospholipid,,synthetic,"10.1021/cr400552x;    10.1021/jm020972c

",754,
759,CCCCCCCCCCCCC1CCC(CC1)OP([O-])(=O)OCC[N+](C)(C)C,phospholipid analogue,Active,Leishmania,Extracellular,8.4,,,,,,,,,433.614,,C23H48NO4P,phospholipid,,synthetic,"10.1021/cr400552x;    10.1021/jm020972c

",754,
760,C[N+](C)(C)CCOP([O-])(=O)OCCCCCC1C2CC3CC(C2)CC1C3,phospholipid analogue,Active,Leishmania,Extracellular,4.02,,,,,,,,,387.501,,C20H38NO4P,phospholipid,,synthetic,"10.1021/cr400552x;    10.1021/jm020972c

",755,
761,C[N+](C)(C)CCOP([O-])(=O)OCCCCCC1C2CC3CC(C2)CC1C3,phospholipid analogue,Active,Leishmania,Extracellular,>100,,,,,,,,,387.501,,C20H38NO4P,phospholipid,,synthetic,"10.1021/cr400552x;    10.1021/jm020972c

",755,
762,CC(CCCCCCCCCCC1C2CC3CC(C2)CC1C3)OP([O-])(=O)OCC[N+](C)(C)C ,phospholipid analogue,Active,Leishmania,Extracellular,2.88,,,,,,,,,485.69,,C27H52NO4P,phospholipid,,synthetic,"10.1021/cr400552x;    10.1021/jm020972c

",756,
763,CC(CCCCCCCCCCC1C2CC3CC(C2)CC1C3)OP([O-])(=O)OCC[N+](C)(C)C ,phospholipid analogue,Active,Leishmania,Extracellular,5.97,,,,,,,,,485.69,,C27H52NO4P,phospholipid,,synthetic,"10.1021/cr400552x;    10.1021/jm020972c

",756,
764,CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,buparvaquone,Active,Leishmania,Intracellular,,,,,,,,,,326.436,,C21H26O3,,,,10.1021/cr400552x,757,
765,CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1,buparvaquone,Active,Leishmania,Intracellular,0.37-5.50,,,,,,,,,326.436,,C21H26O3,,,,10.1021/cr400552x,757,
766,CC(C)(C)C3CCC(Cc2c(OP(=O)(O)O)c(=O)c1ccccc1c2=O)CC3,Buparvaquone-3-phosphate,Active,Leishmania,Intracellular,,,,,,,,,,406.415,,C21H27O6P,Buparvaquone Derivative,,synthetic,10.1021/cr400552x,759,
767,CC(C)(C)C3CCC(Cc2c(OCOP(=O)(O)O)c(=O)c1ccccc1c2=O)CC3,3-phosphonooxymethylbuparvaquone,Active,Leishmania,Intracellular,,,,,,,,,,436.441,,C22H29O7P,Buparvaquone Derivative,,synthetic,10.1021/cr400552x,761,
768,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC2=CC=CC=C2C=C1,,Active,Leishmania,Extracellular,1.63,,,,,,,,,507.336,,C29H26BF4NO2,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",764,
769,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC=CC2=CC=CC=C12,,Active,Leishmania,Extracellular,3.37,,,,,,,,,507.336,,C29H26BF4NO2,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",765,
770,[O-]C(=O)C(F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC=CC2=CC3=CC=CC=C3C=C12,,Active,Leishmania,Extracellular,1.85,,,,,,,,,583.606,,C35H28F3NO4,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",766,
771,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=CC2=CC3=CC=CC=C3C=C2C=C1,,Active,Leishmania,Extracellular,0.67,,,,,,,,,557.396,,C33H28BF4NO2,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",767,
772,[O-]C(=O)C(F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C1=C2C=CC=CC2=CC=C1,,Active,Leishmania,Extracellular,0.72,,,,,,,,,533.546,,C31H26F3NO4,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",768,
773,F[B-](F)(F)F.COC1=CC=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,Active,Leishmania,Extracellular,2.64,,,,,,,,,411.204,,C20H22BF4NO3,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",769,
774,F[B-](F)(F)F.COC1=CC(OC)=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,Active,Leishmania,Extracellular,3.28,,,,,,,,,441.23,,C21H24BF4NO4,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",770,
775,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=C(OC)C=CC=C1OC,,Active,Leishmania,Extracellular,3.49,,,,,,,,,441.23,,C21H24BF4NO4,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",771,
776,F[B-](F)(F)F.COC1=CC(OC)=C(C(OC)=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,Active,Leishmania,Extracellular,1.49,,,,,,,,,471.256,,C22H26BF4NO5,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",772,
777,F[B-](F)(F)F.CCCC1=CC=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,Active,Leishmania,Extracellular,1.63,,,,,,,,,423.259,,C22H26BF4NO2,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",773,
778,[O-]C(=O)C(F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](C1=CC=C(C=C1)C(C)C)=C2C,,Active,Leishmania,Extracellular,2,,,,,,,,,449.469,,C24H26F3NO4,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",774,
779,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=C(C=C(C=C1)C(C)C)C(C)C,,Active,Leishmania,Extracellular,0.54,,,,,,,,,465.34,,C25H32BF4NO2,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",775,
780,F[B-](F)(F)F.CCCCC1=CC=C(C=C1)[N+]1=C(C)C2=C(OC)C=C(OC)C=C2C=C1C,,Active,Leishmania,Extracellular,2.69,,,,,,,,,437.286,,C23H28BF4NO2,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",776,
781,F[B-](F)(F)F.COC1=CC(OC)=C2C(=C1)C=C(C)[N+](=C2C)C1=CC=C(C=C1)C(C)(C)C,,Active,Leishmania,Extracellular,2.67,,,,,,,,,437.286,,C23H28BF4NO2,"N,C-Linked Arylisoquinolinium Salt",,synthetic,"10.1021/cr400552x;
    10.1021/jm801084u",777,
782,CC4(Cc1ccccc1)C/C(S(=O)(=O)c2ccc(/C(N)=N/O)cc2)=C(c3ccccc3)\O4,,Active,Leishmania,Extracellular,8.3,,,,,,,,,448.544,,C25H24N2O4S,Amidoxime Derivative,,,"10.1021/cr400552x;
10.1016/j.bmc.2010.06.099
",782,
783,N/C(=N\O)c6ccc(S(=O)(=O)/C5=C(c2ccc(Nc1ccccc1/C(N)=N/O)cc2)/OC(Cc3ccccc3)(c4ccccc4)C5)cc6,,Active,Leishmania,Extracellular,13.3,,,,,,,,,659.768,,C37H33N5O5S,Amidoxime Derivative,,,"10.1021/cr400552x;
10.1016/j.bmc.2010.06.099",783,
784,CC5(Cc1ccccc1)C/C(S(=O)(=O)c2ccc(/C(N)=N/O)cc2)=C(c4ccc(Nc3ccccc3/C(N)=N/O)cc4)\O5,,Active,Leishmania,Extracellular,8.8,,,,,,,,,597.697,,C32H31N5O5S,,,,"10.1021/cr400552x;
10.1016/j.bmc.2010.06.099",784,
785,CC(C)(C)c5ccc4[nH]c3c2cc(/C=C/C(=O)c1ccccc1)ccc2NC(=O)CCc3c4c5,,Active,Leishmania,,,,,,,,,,,448.566,,C30H28N2O2,,,,"10.1021/cr400552x;
    10.1021/jm7012166",789,
786,COc5ccc(C(=O)/C=C/c4ccc3NC(=O)CCc1c([nH]c2ccc(C(C)(C)C)cc12)c3c4)cc5,,Active,Leishmania,,,,,,,,,,,478.592,,C31H30N2O3,,,,"10.1021/cr400552x;
    10.1021/jm7012166",790,
787,CC(C)(C)c5ccc4[nH]c3c2cc(/C=C/C(=O)c1ccc(Cl)cc1)ccc2NC(=O)CCc3c4c5,,Active,Leishmania,,,,,,,,,,,483.011,,C30H27ClN2O2,,,,"10.1021/cr400552x;
    10.1021/jm7012166",791,
788,CC(C)(C)c5ccc4[nH]c3c2cc(/C=C/C(=O)c1cccs1)ccc2NC(=O)CCc3c4c5,,Active,Leishmania,,,,,,,,,,,454.595,,C28H26N2O2S,Paullone Derivative,,,"10.1021/cr400552x;
    10.1021/jm7012166",792,
789,CC(C)(C)c5ccc4[nH]c3c2cc(/C=C/C(=O)c1ccco1)ccc2NC(=O)CCc3c4c5,,Active,Leishmania,,,,,,,,,,,438.527,,C28H26N2O3,Paullone Derivative,,,"10.1021/cr400552x;
    10.1021/jm7012166",793,
790,CC(C)(C)c5ccc4[nH]c3c2cc(/C=C/C(=O)c1cccnc1)ccc2NC(=O)CCc3c4c5,,Active,Leishmania,,,,,,,,,,,449.554,,C29H27N3O2,Paullone Derivative,,,"10.1021/cr400552x;
    10.1021/jm7012166",794,
791,COc5cc(C(=O)/C=C/c4ccc3NC(=O)CCc1c([nH]c2ccc(C(C)(C)C)cc12)c3c4)cc(OC)c5OC,,Active,Leishmania,,,,,,,,,,,538.644,,C33H34N2O5,Paullone Derivative,,,"10.1021/cr400552x;
    10.1021/jm7012166",795,
792,COc5ccc(OC)c(C(=O)/C=C/c4ccc3NC(=O)CCc1c([nH]c2ccc(C(C)(C)C)cc12)c3c4)c5,,Active,Leishmania,,,,,,,,,,,508.618,,C32H32N2O4,Paullone Derivative,,,"10.1021/cr400552x;
    10.1021/jm7012166",796,
793,c1cc2c(cc1/C=C/C=C/C(=O)N3CCCCC3)OCO2,Piperine,Active,Leishmania,Intracellular,2558,,,,,,,,,285.343,black pepper Piper nigrum,C17H19NO3,,,natural,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",797,
794,c1cc2c(cc1/C=C/C=C/C(=O)N3CCCCC3)OCO2,Piperine,Active,Leishmania,Intracellular,752,,,,,,,,,285.343,black pepper Piper nigrum,C17H19NO3,,,natural,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",797,
795,c1cc2c(cc1/C=C/C=C/C(=O)O)OCO2,Piperic acid,Active,Leishmania,Intracellular,1756,,,,,,,,,218.208,,C12H10O4,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",798,
796,c1cc2c(cc1/C=C/C=C/C(=O)O)OCO2,Piperic acid,Active,Leishmania,Intracellular,395,,,,,,,,,218.208,,C12H10O4,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",798,
797,COC(=O)C(Cc1ccccc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-phenylalanine methyl ester,Active,Leishmania,Axenic,834,,,,,,,,,379.412,,C22H21NO5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",799,
798,COC(=O)C(Cc1ccccc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-phenylalanine methyl ester,Active,Leishmania,Axenic,195,,,,,,,,,379.412,,C22H21NO5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",799,
799,COC(=O)C(Cc1ccc(O)cc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-tyrosine methyl ester,Active,Leishmania,Intracellular,794,,,,,,,,,395.411,,C22H21NO6,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",800,
800,COC(=O)C(Cc1ccc(O)cc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-tyrosine methyl ester,Active,Leishmania,Intracellular,210,,,,,,,,,395.411,,C22H21NO6,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",800,
801,COC(=O)C(NC(=O)\C=C\C=C\c1ccc2OCOc2c1)C(C)C,Piperoyl-L-valine methyl ester,Active,Leishmania,Axenic,875,,,,,,,,,331.368,,C18H21NO5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",801,
802,COC(=O)C(NC(=O)\C=C\C=C\c1ccc2OCOc2c1)C(C)C,Piperoyl-L-valine methyl ester,Active,Leishmania,Axenic,75,,,,,,,,,331.368,,C18H21NO5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",801,
803,COC(=O)C(CCSC)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-methionine methyl este,Active,Leishmania,Intracellular,0.823,,,,,,,,,363.435,,C18H21NO5S,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",802,
804,COC(=O)C(CCSC)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-methionine methyl este,Active,Leishmania,Intracellular,0.168,,,,,,,,,363.435,,C18H21NO5S,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",802,
805,COC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-tryptophan methyl ester,Active,Leishmania,Intracellular,855,,,,,,,,,418.449,,C24H22N2O5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",803,
806,COC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-tryptophan methyl ester,Active,Leishmania,Intracellular,310,,,,,,,,,418.449,,C24H22N2O5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",803,
807,[H]OC(=O)C(Cc1ccccc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-phenylalanine,Active,Leishmania,Intracellular,927,,,,,,,,,365.385,,C21H19NO5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",804,
808,[H]OC(=O)C(Cc1ccccc1)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-phenylalanine,Active,Leishmania,Intracellular,256,,,,,,,,,365.385,,C21H19NO5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",804,
809,c1cc(ccc1CC(C(=O)O)NC(=O)/C=C/C=C/c2ccc3c(c2)OCO3)O,Piperoyl-L-tyrosine,Active,Leishmania,Intracellular,761,,,,,,,,,381.384,,C21H19NO6,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",805,
810,c1cc(ccc1CC(C(=O)O)NC(=O)/C=C/C=C/c2ccc3c(c2)OCO3)O,Piperoyl-L-tyrosine,Active,Leishmania,Intracellular,249,,,,,,,,,381.384,,C21H19NO6,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",805,
811,[H]OC(=O)C(NC(=O)\C=C\C=C\c1ccc2OCOc2c1)C(C)C,Piperoyl-L-valine,Active,Leishmania,Intracellular,1030,,,,,,,,,317.341,,C17H19NO5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",806,
812,[H]OC(=O)C(NC(=O)\C=C\C=C\c1ccc2OCOc2c1)C(C)C,Piperoyl-L-valine,Active,Leishmania,Intracellular,310,,,,,,,,,317.341,,C17H19NO5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",806,
813,[H]OC(=O)C(CCSC)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-methionine,Active,Leishmania,Intracellular,1312,,,,,,,,,349.408,,C17H19NO5S,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",807,
814,[H]OC(=O)C(CCSC)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-methionine,Active,Leishmania,Intracellular,237,,,,,,,,,349.408,,C17H19NO5S,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",807,
815,[H]OC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-tryptophan,Active,Leishmania,Intracellular,1025,,,,,,,,,404.422,,C23H20N2O5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",808,
816,[H]OC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)\C=C\C=C\c1ccc2OCOc2c1,Piperoyl-L-tryptophan,Active,Leishmania,Intracellular,236,,,,,,,,,404.422,,C23H20N2O5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",808,
817,COC(=O)C(Cc1ccccc1)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-phenylalanine methyl ester,Active,Leishmania,Intracellular,669,,,,,,,,,383.444,,C22H25NO5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",809,
818,COC(=O)C(Cc1ccccc1)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-phenylalanine methyl ester,Active,Leishmania,Intracellular,212,,,,,,,,,383.444,,C22H25NO5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",809,
819,COC(=O)C(Cc1ccc(O)cc1)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-tyrosine methyl ester,Active,Leishmania,Intracellular,536,,,,,,,,,399.443,,C22H25NO6,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",810,
820,COC(=O)C(Cc1ccc(O)cc1)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-tyrosine methyl ester,Active,Leishmania,Intracellular,202,,,,,,,,,399.443,,C22H25NO6,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",810,
821,COC(=O)C(NC(=O)CCCCc1ccc2OCOc2c1)C(C)C,Tetrahydropiperoyl-L-valine methyl ester,Active,Leishmania,Intracellular,722,,,,,,,,,335.4,,C18H25NO5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",811,
822,COC(=O)C(CCSC)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-methionine methyl ester,Active,Leishmania,Intracellular,221,,,,,,,,,367.467,,C18H25NO5S,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",812,
823,COC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-tryptophan methyl ester,Active,Leishmania,Intracellular,473,,,,,,,,,422.481,,C24H26N2O5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",813,
824,COC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)CCCCc1ccc2OCOc2c1,Tetrahydropiperoyl-L-tryptophan methyl ester,Active,Leishmania,Intracellular,176,,,,,,,,,422.481,,C24H26N2O5,Piperine Derivative,,synthetic,"10.1021/cr400552x;
    10.1016/j.ejmech.2010.04.033

",813,
825,[H][C@]12Oc3ccc(cc3[C@@]1([H])COC1C2C(=O)c2ccccc2C1=O)[NH+](O)[O-],,Active,Leishmania,Extracellular,1.07,,,,,,,,,353.33,,C19H15NO6,Pterocarpanquinone,,,"10.1021/cr400552x;
10.1016/j.bmc.2011.09.025

",819,
826,[H][C@]12Oc3ccc(cc3[C@@]1([H])COC1C2C(=O)c2ccccc2C1=O)[NH+](O)[O-],,Active,Leishmania,Intracellular,1.85,,,,,,,,,353.33,,C19H15NO6,Pterocarpanquinone,,,"10.1021/cr400552x;
10.1016/j.bmc.2011.09.025

",819,
827,[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4c(OC)cc(C=O)cc45,,Active,Leishmania,Extracellular,1.27,,,,,,,,,364.353,,C21H16O6,Pterocarpanquinone,,,"10.1021/cr400552x;
10.1016/j.bmc.2011.09.025

",820,
828,[H][C@]35COC2C(=O)c1ccccc1C(=O)C2[C@@]3([H])Oc4c(OC)cc(C=O)cc45,,Active,Leishmania,Intracellular,1.25,,,,,,,,,364.353,,C21H16O6,Pterocarpanquinone,,,"10.1021/cr400552x;
10.1016/j.bmc.2011.09.025

",820,
829,FC(F)(F)c4ccc(CO[C@H]2CCc1ccccc1[C@@H]2n3ccnc3)cc4,,Active,Leishmania,Extracellular,,,[0.64-6.52],,,,,,,372.39,,C21H19F3N2O,tetrahydronaphthyl azole,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",823,
830,FC(F)(F)c4ccc(CO[C@H]2CCc1ccccc1[C@@H]2n3ccnc3)cc4,,Active,Leishmania,Intracellular,,,[1.40-5.07],,,,,,,372.39,,C21H19F3N2O,tetrahydronaphthyl azole,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",823,
831,[O-][N+](=O)c1ccc(CO[C@H]2CCc3ccccc3[C@@H]2n2ccnc2)c(c1)C(F)(F)F ,,Active,Leishmania,Extracellular,,,[0.64-6.52],,,,,,,417.387,,C21H18F3N3O3,tetrahydronaphthyl azole,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",824,
832,[O-][N+](=O)c1ccc(CO[C@H]2CCc3ccccc3[C@@H]2n2ccnc2)c(c1)C(F)(F)F ,,Active,Leishmania,Intracellular,,,1.59,,,,,,,417.387,,C21H18F3N3O3,tetrahydronaphthyl azole,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",824,
833,O[NH+]([O-])c1ccc(CO[C@H]2CCc3ccccc3[C@@H]2n2ccnc2)c(F)c1,,Active,Leishmania,Extracellular,,,[0.64-6.52],,,,,,,369.396,,C20H20FN3O3,tetrahydronaphthyl azole,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",825,
834,"Clc1ccc(Cl)c(CCO[C@H]2CCc3ccccc3[C@@H]2n2ccnc2)c1
",,Active,Leishmania,Extracellular,,,,,,,,"83,3",,387.31,,C21H20Cl2N2O,tetrahydronaphthyl azole,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",827,
835,Clc4cccc(CCO[C@H]2CCc1ccccc1[C@@H]2n3ccnc3)c4,,Active,Leishmania,Axenic,,,,,,,,,,352.865,,C21H21ClN2O,tetrahydronaphthyl azole,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",828,
836,Clc4cccc(CCO[C@H]2CCc1ccccc1[C@@H]2n3ccnc3)c4,,Active,Leishmania,Axenic,,,1.34,,,,,,,352.865,,C21H21ClN2O,tetrahydronaphthyl azole,,,"10.1021/cr400552x;
    10.1016/j.bmcl.2011.01.026    ",828,
